y, x_0
2.757721763361425360e+02 5.069324876709146110e+01
1.346769099563041721e+02 3.106044370800751153e+01
-1.443329268628819477e+02 -2.443407572982077625e+01
-2.487578509211039659e+02 -3.652233418674200038e+01
-3.443181578578854101e+02 -7.810093435375269166e+01
-1.966016938815281492e+02 -3.819350119408995425e+01
1.764612888443968188e+02 1.772945797722009331e+01
1.629577911986750394e+01 -2.226722640502958939e+01
2.817715469156559038e+02 5.013002306536461106e+01
3.418482774922237013e+02 7.405143902539265355e+01
3.101444307811980821e+02 8.642384997182043094e+01
1.240875979561123899e+02 2.049794277566275014e+01
-1.117254157379270936e+02 -4.324774272695890431e+00
-9.833377505263094065e+01 -1.780314241125424246e+01
-7.059811547404987664e+01 -1.560012385745012864e+01
-3.853366637904513254e+02 -6.965786993119394310e+01
2.054370310211592141e+02 2.572389759731670722e+01
-8.690758417528797963e+01 -1.616600366024310631e+01
-4.001892521537052971e+02 -7.702094373730530208e+01
-3.503880947669525199e+02 -5.948350297962426225e+01
2.612880491991477356e+02 7.577909898763192587e+01
-2.055445120312433005e+02 -5.326515833849236969e+01
1.889990955683058473e+02 2.162006608304540123e+01
-9.615950696182798652e+01 -2.195327000536768480e+01
9.056054768226945839e+01 1.659188800544868059e+01
1.315467604151632486e+02 4.576249957005143187e+01
-1.063434076347250823e+01 3.423396025196964843e+00
3.127245284485969137e+02 6.456540608716775864e+01
-1.267148573448211124e+02 -3.492449177620819967e+01
-1.491653466226151181e+02 -3.735657330962327194e+01
-1.540750123635587556e+02 -2.898029015430508082e+01
-4.145811673613507651e+02 -8.097603428946896997e+01
4.324566765500886163e+02 9.666708845023231333e+01
-2.564176709911957346e+02 -6.724711877936675819e+01
3.948372590395755424e+02 8.737271189759664480e+01
1.238768559504946865e+01 -1.082902529593654606e+01
-1.821406873798513857e+02 -3.852343010868936801e+01
4.043567703569077310e+01 9.768594526872092842e+00
1.038280374515323956e+02 4.929336767590945101e+01
2.303392512061165931e+01 9.172523855811803628e+00
-9.244039100319616864e+01 2.140320261961264237e+00
4.323512774509657675e+02 9.444694075760801866e+01
-1.990649551869905736e+02 -3.679251521141328851e+01
-4.970193940998985909e+02 -7.491316991851931562e+01
3.709746572641772104e+02 6.130414731832007647e+01
3.985553625984233577e+02 7.544022965639487666e+01
-3.191089124486617834e+01 1.783486448352043396e+01
4.853085113845593241e+02 9.711673572081807038e+01
-3.620356032475591945e+01 6.918880931566988579e+00
-1.168232321564363474e+02 -2.937181591190977770e+01
-4.881269984091672995e+02 -9.338246693184628100e+01
4.370917278184845145e+02 8.137990823160410514e+01
4.921951956052683954e+02 9.578707111337652691e+01
-6.526170025475023806e+01 -1.681360871701261317e+01
2.327736351900626062e+02 5.243115495791673197e+01
-2.349851475928369382e+02 -4.455982333027719022e+01
3.689374909180211830e+02 8.616357452219929769e+01
-4.130233979234547519e+02 -8.899124079555302558e+01
-4.157973166409982468e+02 -9.241440606850149209e+01
-3.084095013610984779e+02 -7.913644871737844255e+01
6.811848948194381137e+00 1.780694812320903964e+01
4.437751250556052014e+02 7.745054361967120826e+01
-3.392875468421422056e+02 -6.893601127916289784e+01
-2.319245462828905602e+02 -1.289754701160468642e+01
5.621128932371632345e+02 9.818546056742465566e+01
-9.453488716526801738e+01 -2.378852526436490677e+01
4.329482182342745773e+02 7.529276073996643959e+01
9.321056953740708195e+01 3.722963211851435972e+01
1.880368832430386306e+02 2.718091339781527438e+01
1.892837991614582336e+02 3.196255220895457683e+01
4.385312068004629396e+02 9.021073780156416433e+01
3.630025689036899053e+02 7.819683026417266092e+01
6.795888130666014604e+01 2.434038844428813775e+01
3.255976829454743324e+02 6.872809282024044819e+01
1.091750971728568658e+02 -5.745192759860302090e+00
5.339477288691355739e+01 8.805263500082219252e+00
3.350066288098964264e+02 7.324877150214629751e+01
3.074248176400920443e+02 5.985617590604982752e+01
-2.762958030829879874e+01 -1.836553362325514627e+01
-1.238847892346318815e+02 -3.919634368425892745e+01
-2.652972941250664007e+02 -6.273163205212624405e+01
-3.014971045463995836e+01 -2.821970322232331796e+01
-2.201219105146456627e+02 -6.132410137983765708e+01
2.671403502434967550e+02 2.917032446165944748e+01
2.235724089275523738e+02 6.131673388491989840e+01
3.577317195380065300e+02 8.625536269913794740e+01
4.214439819220935135e+01 3.598009563533506139e+01
-1.732315464592575154e+02 -1.928790463535912636e+01
4.002311174200194159e+02 5.952889954145814499e+01
1.942417597324856331e+02 6.481420083129410159e+01
3.206318261073142253e+02 6.020111034463619148e+01
-2.542864232205557187e+02 -3.050023725533802121e+01
4.437317076454581297e+02 9.949938547477540851e+01
-4.434253787208405129e+02 -8.247060249821225852e+01
-2.233139573399579092e+01 -1.891716617737864681e+01
-1.576607250712204689e+02 -2.589757700969109067e+01
-1.597712138905357051e+02 -2.702507585521493638e+01
5.186616282340244197e+02 9.097921796869860600e+01
1.995929127801608445e+02 4.680292287906041793e+01
3.324746537932466595e+02 6.742165579877246273e+01
-2.135243994399292546e+02 -4.875392494965895196e+01
3.828755921053912061e+02 8.462927894451709676e+01
-4.317207042448267202e+02 -9.543817435149368578e+01
1.716529133750378833e+02 4.545426782660129561e+01
-1.946272725294003436e+01 1.207681519183259411e+01
3.805442174766955645e+02 7.555057752026104367e+01
-7.305852434101407766e+01 -2.738268851172411189e+01
2.890045419430171023e+02 4.534829517657107090e+01
-2.572204754485439366e+02 -4.742553767250156938e+01
3.968692797223958451e+02 9.528645537984539260e+01
1.967873100338331085e+02 3.417733484997941673e+01
3.695616526836275852e+02 7.004869723899179235e+01
1.640953015454563513e+01 5.191367722858927891e+00
-1.891582254541806947e+02 -2.290620650855437646e+01
-1.318743535861386533e+02 5.496563498474245080e-01
2.210415021144883099e+02 4.728296188182002879e+01
2.558298083141224879e+02 5.236946607809377952e+01
-9.011994571959027667e+01 -1.969723713908062734e+01
-1.171036558056808161e+02 -3.359496493793270133e+01
2.956732984032956892e+02 5.423547616166817420e+01
2.581455575253690427e+02 6.367932062275306748e+01
-4.612046901482187877e+02 -9.371281635645385677e+01
-2.823511812839448112e+02 -4.816325549526341376e+01
1.976979856933324129e+02 1.891576421880543535e+01
1.282803103318525189e+02 2.510883855877732174e+01
-2.579054279348497971e+02 -5.283138663856834683e+01
-8.598911338324458598e+01 8.968641093414930765e-02
-1.824395535148294414e+02 -4.296233489463814692e+01
-5.376753964930783241e+02 -8.889851666585531120e+01
2.578408636196984389e+02 5.578229720955366133e+01
4.406576980460933157e+01 1.797530123648101608e+00
-4.419952025204068491e+02 -6.096633017263339838e+01
4.515164336402898471e+02 9.073061813976138978e+01
2.406831353414901287e+02 4.595929578642741831e+01
-2.077796405783424518e+02 -4.612479095694661169e+01
-9.614812569094354444e+01 -8.640907949087875295e+00
5.102692943187193464e+01 2.833089376425982664e+01
3.228372311590584331e+02 6.283605958228616828e+01
-1.810502776644442804e+02 -4.292063451526733076e+01
2.635302226079518562e+01 -1.436896180512343335e+01
2.457901533295777199e+02 6.815005585447784142e+01
-3.447744998473873466e+02 -6.557705578097264265e+01
2.814459471400354218e+01 6.811523357748555441e+00
-2.837409011476439105e+02 -4.890454434487197233e+01
3.707696148403346115e+02 6.234619593477725630e+01
-4.507012001509889956e+02 -9.574124818651748114e+01
-4.768344250802130091e-01 2.143451931389041931e+01
-1.833298121979054258e+02 -3.856770436679941838e+01
3.081649449132145264e+02 6.848699496767957839e+01
-1.057427320281285859e+02 -4.044048683715445236e+00
-4.753504816724646389e+02 -8.058040509518906447e+01
-9.121669302492199449e+01 -1.182179140556529262e+01
3.299297557304927295e+02 7.257616302955420906e+01
-2.792959300300627490e+01 1.339232174737159653e+01
1.983075166076241089e+02 3.679635620159419318e+01
-3.814185638048822966e+02 -8.274072946825566532e+01
-2.470255002618754929e+02 -6.622007103196547462e+01
6.074496033334492040e+02 9.075303729297979771e+01
3.072056953167303277e+02 7.260586949241573507e+01
5.570276059676865543e+01 -2.053657099316792767e+01
-4.655407252319488407e+02 -9.566943988740041505e+01
3.632565385439846750e+02 6.003475595716184898e+01
8.086777968997253652e+01 2.401250991583152938e+01
3.856725691823447733e+01 1.033372909083412594e+01
1.015234056637747386e+02 1.908451881604278810e+01
1.890697055780679534e+02 4.614633675668804358e+01
2.914918832158904820e+02 5.229364126971023552e+01
-2.296262211995340294e+02 -3.404398415963743219e+01
6.955727778840537212e+01 3.124600957318736505e+01
-7.516701226622406296e+01 -3.525316731415429672e+00
3.034640320883514732e+02 7.824925535145760591e+01
-4.344434021203891803e+02 -8.223874689611977828e+01
3.484197458815600612e+02 6.669168725590864710e+01
-6.060859859259921905e+02 -9.112060486877582832e+01
-2.928546367811472351e+02 -6.281566176792463807e+01
2.605356560644847264e+02 3.086121030393087494e+01
9.955026413300014099e+01 2.365026462292132692e+01
-3.582734792510273110e+02 -6.267693854122033770e+01
6.550435465671782254e+01 2.090972053130961683e+01
-2.946397521157726942e+02 -4.778224009735087918e+01
-1.157775488189779765e+02 -3.164774911831220550e+01
7.442878657052149549e+01 1.432015571724093661e+00
4.051690565580069006e+02 6.659996255246480246e+01
-4.001235653693198913e+01 -1.109732919387671757e+01
-1.670593347602207359e+02 -3.831353217521786547e+01
4.776505488975227820e+01 6.719426672664368994e+00
-2.975947398638236905e+02 -5.178956138634287498e+01
4.622745937822218139e+02 8.986664276240821891e+01
-5.126263565883938327e+02 -9.438043590165419516e+01
1.168286486806929645e+02 4.621754273152205883e+00
1.443568560278181963e+02 2.236904179230151613e+00
-2.380876668042336064e+02 -5.606440879241123554e+01
2.208634319477275199e+02 5.373165112510005770e+01
4.747778794388220263e+02 9.766481913578707008e+01
4.279108703451749420e+02 9.302208694868335215e+01
-2.511327867565185272e+02 -4.012698799218734536e+01
-2.533489395537843052e+02 -3.461427988378137854e+01
3.826081314647461795e+01 1.294549482093736970e+01
4.040697570007101262e+02 7.536558377168191214e+01
-4.446268295644831596e+02 -8.665979571788669489e+01
2.774344249823250266e+02 6.817656022731398480e+01
2.804701560363371868e+02 6.243947907242005613e+01
4.954576795575095502e+02 8.421364893162547105e+01
-3.007627990418806121e+02 -7.389003416717676487e+01
-3.404588043154361117e+02 -5.769351340978467846e+01
-2.582198665041352115e+02 -4.367244160353727267e+01
-9.603882828935381610e+01 -3.198474979608090507e+01
3.870833163255719569e+02 8.047732434925754319e+01
-2.693258894228223994e+02 -5.299063669149310840e+01
-4.315808825336538916e+02 -7.517042002161988989e+01
-3.809401604594190189e+02 -7.874864107905511901e+01
-2.844974490379087229e+02 -3.752649579193172258e+01
-2.421864173631048516e+02 -6.261538316941452820e+01
-2.537177101731359699e+02 -3.921016236446177317e+01
3.126776857082337528e+02 6.295706713022647705e+01
-1.538253911096080913e+02 -2.379328463347410150e+01
-1.284543806267356914e+01 4.750337111243879917e+00
-3.693062337164642486e+02 -6.945488674319659594e+01
-3.848654755845687419e+02 -9.158122926331297720e+01
-9.770761201238505578e+01 -1.075633763128975318e+01
-2.142829469425035427e+02 -3.987649236769152594e+01
-1.570529806321216597e+02 -1.808581145870260798e+01
3.872675325164642572e+02 7.093568487299640424e+01
-5.458080350616344276e+02 -9.786484327957730045e+01
-1.751080888069456591e+02 -2.735190081508926596e+01
1.791318267702212665e+02 3.295784604929136208e+01
3.751461101419438933e+02 5.536871722642581517e+01
3.523287072498978034e+01 1.662548529806859676e+01
-8.541301904601058936e+01 7.782188375077026876e+00
-2.472204799399501098e+02 -3.027515032067844913e+01
3.253973120974617359e+02 7.563261575109987689e+01
3.527536674677017459e+02 8.670335106343711118e+01
1.881730329124249010e+02 3.919207517336226942e+01
3.571638264317828657e+02 7.717407656675808880e+01
-2.526990203157266990e+01 1.803768038914466842e+01
3.580998773849923396e+02 7.926315138419050754e+01
1.571618624319012838e+02 2.502732908186821703e+01
4.130346129860847668e+02 8.437337958449745656e+01
-6.458813093487090384e+01 -2.346631851200878316e+01
-4.505487235966018034e+02 -9.578801847337823006e+01
3.414546305925950946e+02 6.416807070765827348e+01
4.744285258293202645e+01 1.459421854149968567e+01
-4.676028005010024344e+02 -9.120740160272742969e+01
2.793720869075265227e+02 8.538019093531238468e+01
-5.498418528422632789e-01 -1.238876880600541597e+01
-8.385821069245560011e+01 -1.213834524834629747e+01
4.636793059267542958e+02 9.632668356900438766e+01
2.080262323679561405e+02 3.857767497676900348e+01
3.605714828941873975e+02 5.367180830167117733e+01
-9.744156890872885413e+01 -1.911151258572805034e+01
-4.409723199023537177e+02 -8.130702146841326794e+01
2.139879526383996051e+02 3.316387541789757165e+01
8.684963864673905221e+01 5.523795506896703955e+00
-3.816515277451489965e+02 -8.453142791763619357e+01
4.852447192906213900e+02 8.376529671522519038e+01
2.599204352799858952e+02 5.919429182761655284e+01
3.953402771920726195e+02 8.833712209101435064e+01
-1.205192601319374859e+02 -1.968689327922940890e+01
3.595169282200578778e+02 6.101403051127093136e+01
1.180727161022537928e+02 4.115701931479961218e+01
-8.592548630475721438e+01 -2.829400720081498832e+01
-2.359401591312879418e+02 -7.427590035827699921e+01
1.280424735301776877e+02 7.700994579921015770e+00
3.952633669332298041e+02 8.545353967318806099e+01
3.848156445032258262e+02 8.743542752414131769e+01
4.533192608333329758e+02 9.197988742768683323e+01
3.596925421624216597e+02 5.798573376800226242e+01
3.157742372638880397e+02 5.562795378218842757e+01
-2.093290440265897132e+02 -4.316264697849343435e+01
2.082726413144563082e+01 -1.290630134222894299e+01
3.721096111922366276e+02 8.266834552759075905e+01
-2.215294077628990976e+02 -4.217802040947968578e+01
-3.049877949410221731e+02 -5.819269630653467118e+01
-3.328128235774053110e+02 -5.816334399968425828e+01
-8.297336228256452273e+01 -1.762864825102121813e+01
-4.220994538623300514e+02 -7.897177455888444797e+01
-1.336097604570768738e+02 -2.019083393445535535e+01
-2.905940165199183411e+02 -6.899901758307487398e+01
-1.688106827063662507e+01 -1.023287390484581749e+01
-2.428783576451508566e+02 -4.625468830458798664e+01
3.626486800219857969e+02 7.706530863005454535e+01
-4.504964164150206898e+02 -7.856798895525294313e+01
3.584121416609845028e+02 8.378389136276663862e+01
-4.878774374842918178e+02 -9.247553784015096312e+01
1.112618564207556062e+02 5.476274155918849829e+01
-4.537832930830880400e+02 -9.704807540652504372e+01
-1.553695964371634659e+02 -4.633755064551705516e+01
2.030060394814335041e+02 3.336712516801000561e+01
3.880688160335420207e+02 7.311386541262555738e+01
-3.499344276276981986e+02 -7.758281081588532402e+01
3.172680798565501092e+01 -2.243990087785135756e+00
-3.572796615144551424e+02 -6.608830056255766294e+01
1.264048676247736438e+02 1.720668189652772639e+01
-1.935014318970812894e+02 -1.811148341952690544e+01
-3.598868189720738542e+02 -7.419711774078834310e+01
-1.385734371189280267e+01 7.468879703858675612e+00
-5.357418288459408018e+01 -4.806556586782861018e+00
-1.512356339843290698e+02 -3.401927822396353918e+01
-2.906984339848235166e+01 -3.946663104241480369e+00
-1.897080136059291533e+01 2.249635884289691035e+01
3.737985689633653692e+02 5.404241330497472973e+01
2.320368307248899953e+02 4.492205031741113430e+01
3.653276557167247915e+02 8.027561733862594906e+01
1.385497693218549387e+02 2.548707840844150496e+01
-2.433138254899525350e+02 -4.903257988632012854e+01
-3.230755760327242001e+02 -6.235779637910159323e+01
-1.414800140946352371e+02 -3.452334825342768454e+01
-3.224443520396796430e+02 -5.649179262324113182e+01
-4.517285039100488575e+02 -7.293221769197089088e+01
2.045084368039360072e+02 4.727545290733817751e+01
8.789987479214318000e+00 1.363608028276431128e+01
-2.920612914679429650e+02 -4.163954827435811978e+01
2.636430614900818341e+02 4.938678501523315845e+01
4.366746250207217486e+02 8.869493139100526946e+01
1.495811625640619695e+02 2.264549622045259980e+01
1.606145843412332397e+01 -5.074457452445614081e+00
1.658332125953977965e+01 -3.649564136284226379e+00
4.728838120815347565e+02 8.916242061146249398e+01
-3.890912358178935619e+02 -8.468318120342901523e+01
1.067165745407428972e+02 -2.536452004821114770e+00
-2.023438215648534992e+02 -3.025885640281218514e+01
-9.826057911215538354e+01 -1.964363328444056833e+01
-4.527509651819121927e+02 -9.537733625025674655e+01
3.479409535404527105e+02 7.529962319609845167e+01
4.169812274558909735e+02 8.414093979184988825e+01
-2.973650383132633692e+02 -6.257526776379342692e+01
2.164716632482280261e+02 4.950669454193422325e+01
-2.802102775509052890e+02 -6.899523801084143315e+01
3.204686498394034970e+02 7.330129783064538174e+01
-3.152746324612119793e+02 -6.663936149455091140e+01
-5.634582573720616949e+01 -1.544384423607472456e+01
2.334805524752318284e+00 3.262169278596729782e+00
-4.000233994255860352e+02 -7.644100754365979355e+01
3.319712064477375293e+02 9.134552389570120567e+01
-1.934082121645625136e+02 -1.220908422977242935e+01
-1.021778177633544118e+02 -1.580468652457143719e+01
2.754336675934285381e+02 6.840916604694106695e+01
-4.710877285008388640e+02 -8.264742702209251490e+01
1.242411308621366999e+02 2.743401500847484442e+01
4.345554461718509174e+02 7.904773564188059254e+01
4.360732759639773803e+02 9.321379648384117900e+01
-3.152686387332736331e+02 -4.234677284240176220e+01
-4.008411745476562373e+02 -7.226548032729043314e+01
-2.605833963538069042e+01 -2.631230019306214274e+01
-1.856992177258039192e+02 -2.427804265334765432e+01
-2.557989654657956748e+02 -5.058868601545671595e+01
-2.825654780129393657e+02 -4.698392187733446690e+01
-1.516440629817138017e+02 -2.908270507460335352e+01
-2.300959244237912458e+02 -7.089416949257807232e+01
-4.181132783638515775e+02 -9.228812118441898349e+01
-2.173524916913416689e+02 -3.766025144503002764e+01
-1.925775066381223155e+02 -3.755653285000934716e+01
4.562940437812894174e+02 7.760308268890420891e+01
3.837793627465939608e+02 8.500668184994307808e+01
-2.695221306192904080e+02 -5.718033515862552463e+01
1.623193224144517330e+02 2.197989803204407622e+01
-4.275477807453382297e+02 -9.144571663168554210e+01
3.886306348336690064e+01 1.493349037377373634e+01
1.550069837626766116e+02 2.801709518154592615e+01
-4.249748171944943351e+02 -8.511253161101492992e+01
1.366604320559878829e+02 2.626739992165202864e+01
-4.248591818873446186e+02 -9.381389479106050544e+01
7.353501051153257606e+01 1.699196369100890536e+01
-3.419649392614516614e+02 -6.096358084712218783e+01
-1.680206147171695648e+02 -4.272337579283463072e+01
4.908384650675131411e+02 9.618135538667723949e+01
3.177871627338747658e+02 5.952044319495095692e+01
1.619653364662126478e+02 3.453021629726217157e+01
1.363866404737019593e+02 1.083004600980717669e+01
-2.406735308493632601e+02 -6.144634674257834206e+01
-4.386666761958018412e+01 -4.746832646293171365e+00
1.808182591286625325e+02 4.231712123669976222e+01
3.383816618892547012e+02 5.945480245068699787e+01
-3.200190069324243041e+02 -5.975546144287988426e+01
-9.941052565678248243e+01 -2.909109165603827307e+01
4.763176325600235828e+01 1.894421000219954010e+01
-4.679156884400875356e+02 -9.181733125477381918e+01
-4.446873856501404134e+02 -8.730622411792219850e+01
-3.679444018251808757e+02 -6.038111852602365559e+01
2.844534470339659720e+02 5.937178381774265290e+01
-3.274019264318815772e+02 -7.870320743816112952e+01
4.061858778119947146e+02 4.999108235790359345e+01
3.768234668011684789e+02 8.330869785540363637e+01
-3.477054719968078871e+02 -6.954285090653490897e+01
-2.108826062106710424e+02 -5.238710098072247945e+01
-4.032776284635480692e+02 -7.310603020864886048e+01
4.873373661985426679e+02 8.000605631015690733e+01
2.533079745180045848e+02 6.058948887532596927e+01
-3.577468419457777600e+02 -7.432217240733749009e+01
5.400529803188910591e+02 8.899425188104308404e+01
-8.885602029425919568e+01 -6.324401079474384346e+00
5.690805053532905333e+01 1.355221262412602812e+01
2.382372919941382747e+02 4.933514525226743785e+01
2.214747218820961052e+02 4.438103634780011930e+01
1.442864944128541822e+02 3.522214293902948157e+01
-1.512052581482167284e+02 -2.019367997602455489e+01
-2.960613526942119051e+02 -3.371199842700161753e+01
-4.395504451154609455e+02 -8.475346094429181676e+01
-3.933027080602823844e+02 -7.835392655132405082e+01
1.856215174975280888e+02 3.792237836276689222e+01
-8.870665984801503612e+01 -2.451744709021524216e+01
1.689621737338171670e+02 3.271004711979040280e+01
-5.573100299055133746e+02 -9.800053016630465663e+01
-3.974303014103706460e+02 -5.495538089413138749e+01
1.248190099604224201e+02 3.111826858647290805e+01
-1.327271532221325288e+02 -2.262529379022136311e+01
-4.583817942844551396e+01 -1.349491249509856061e+01
1.267989472521293237e+02 1.255995237823984212e+01
-7.480641889530051003e+01 -1.053213634535356391e+01
2.397586841336402870e+02 5.621719220213410040e+01
5.128148864795117845e+01 1.682738638104821405e+01
1.611269255127471638e+02 2.186428129888903982e+01
-3.876220017578186230e+02 -7.445160218945908071e+01
-1.693269717211312866e+02 -2.947073227242351834e+01
-4.974010915507490154e+02 -9.069901058112770897e+01
2.329573534984407672e+02 7.397806643704208795e+01
4.218400786598171521e+02 8.865167050366807189e+01
3.085315196152880901e+01 -6.701121632623198821e+00
-1.551984030413790094e+01 -2.188692125184161341e+00
2.907916017867214009e+02 6.965137132067133052e+01
-3.596320727900135807e+02 -7.181658724093253454e+01
-3.557830790654815019e+02 -6.561943517885765687e+01
-6.839511549592229755e+01 1.309366935324223391e+01
-1.796876495499059843e+02 -1.417529844988618493e+01
3.402592326078862470e+02 7.314434958685592392e+01
-9.703463619823799036e+01 -3.190677518527425605e+01
