y, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9
3.096539102032684241e+02 -4.983019234505741224e+01 -8.851408395546928887e+01 2.867417188646649606e+01 -4.970097283037515723e+01 -6.169838508090273166e+01 2.139474947940684046e+00 -2.385484179732262078e+01 8.338345571484015295e+01 -8.955499936288529739e+01 -2.449205791769328755e+01
-4.563344694316672303e+02 -4.557154138601333671e-01 1.586807862609764186e+01 6.150944650477313758e+01 7.850060939904508928e+01 -5.570605075591799960e+00 -8.026244837695983847e+01 4.548904280062612315e+01 -2.191123832327775744e+00 4.049030632066586577e+01 -2.853003677699436480e+01
-5.677397653758735885e+01 -6.124736211940342656e+01 -3.249687838366570247e+01 9.302196312936800382e+00 9.178310784667948496e+01 8.319265868835975652e+01 4.133768680534163309e+01 7.314783610292104754e+01 -5.436343860780872461e+01 6.033697333282313480e+01 4.782602206730459216e+01
2.713998675016898687e+02 -6.106443927533222649e+01 -7.053087806841855922e+01 -2.654321505504002232e+01 -2.991622752981659517e+01 -7.783384026442993786e+01 -6.599415506773294737e+01 3.158230558803813892e+01 8.930467184523001833e+01 -4.890588859606677374e+01 -7.811814728858706758e+01
-6.547374496661595913e+02 5.701448392213080751e+01 -2.235333095507201051e+00 2.240414854011223156e+01 7.964962996036928189e+01 -2.176635891911224974e+01 -7.836516893441311993e+01 -3.666379577654377186e+01 -9.594983109114518527e+01 1.864430961470408477e+01 1.690303978212794789e+01
-2.353573122548921503e+02 3.818991007420913775e+01 3.404454278717011562e+01 -5.295181586952606523e+01 1.713406935478217008e+01 -6.057612298817151952e+01 3.089539624301235676e+01 2.970006134004512433e+01 -5.980705785289439547e+01 -9.530536805420710778e+01 5.587200838527377300e+01
-5.825103403689297465e+02 -9.736500493894213548e+01 2.778464623100813924e+01 5.101389585889722866e+01 2.847680277725481801e+01 7.034430109279298904e+01 2.635191124128679974e+01 -3.932631614824381927e+01 -1.727245245031319598e+01 -6.640357223731940906e+01 6.155731154140278250e+01
1.642859194582286477e+02 -1.281351293326136442e+01 -2.087518808400727721e+01 1.335483422898322203e+01 5.533497778950103907e+01 8.886807225070987215e+01 -3.443428970523328303e+01 -5.372227051384361829e+01 4.158271590342337731e+01 7.060671272777761942e+01 -9.520492155141506885e+01
5.317588449288832635e+02 -5.030592485849414430e+01 -2.138769398868440419e+01 -5.493935923253221176e+01 -9.032331829504485654e+00 6.650055142896644611e+01 2.270003441415620671e+01 -7.963391464795144259e+01 -1.779971236003919444e+01 8.135850741668559749e+01 -4.816143686082947539e+01
-1.644974006575517933e+02 -7.210061457532519569e+01 -5.205153778490150529e+01 8.097005566815164457e+01 -3.277570671424929571e+01 -6.771062395215972174e+01 -4.010367990786187420e+01 1.347823571112473928e+01 -1.316595125073634165e+01 2.258671317053506300e+01 9.160042617478268312e+00
-3.922488444338514455e+02 4.074304506489204414e+01 6.323764484759297488e+01 7.312279375725310615e+01 -4.672668334018903380e+01 7.076955857240369596e+01 -4.605136448138607363e+01 -4.625569321771209985e+01 8.281293650795794292e+01 -7.029524070841958405e+00 2.109866972488812564e+01
-9.520547355796508100e+02 -3.518830613109398087e+01 7.087769376017988066e+01 9.645985517210476701e+01 5.848823655121799447e+01 -3.051046593948869656e+01 -6.104536494473100561e+01 6.116075440007543307e+01 -5.588075843637436435e+01 4.655868409741324854e+01 5.827174128132031683e+01
3.239598423048317954e+02 -8.907564063356683448e+01 -5.218986055624073117e+01 -4.124278258806401709e+01 -6.867019961502649039e+01 1.330529968598459334e+01 -2.823326264251706164e+01 -3.567408497362475828e+01 7.354697998247431201e+01 -3.875020427637925025e+01 1.132344832205461671e+00
2.744646540706910400e+02 -8.696524000583517022e+01 -8.988945505001038327e+01 1.870363411173920554e+01 -5.733048627778805439e+01 -3.367043776876010952e+01 -5.875119835413582337e+01 -3.796296796951830288e+01 8.975911699133391153e+01 6.854445001249294478e+01 3.909370294501849230e+01
-5.447893714499243742e+02 1.773881849389520937e+01 6.806953881871373824e+01 3.571064455588995656e+00 7.383678852161688155e+01 4.407077330619995337e+01 -6.375737748007688310e+01 4.725974245208618640e+01 3.029410248054546173e+01 -1.087652834931111556e+01 -3.011077908723524388e+01
3.290895965095415363e+02 3.439006503846852070e+01 -4.936848636542799085e+01 -3.048121376020867501e+01 -2.208104523021390264e+01 4.078375846784339842e+01 3.228912714109327453e+00 8.509561540481124098e+01 8.444136455565487154e+01 -2.985679710321097957e+01 1.722350786431370295e+01
-5.262209965202958983e+02 8.964551548517493984e+01 1.750811295181880212e+01 6.313694043698191649e+01 -7.261667623664732218e+01 5.527124535238982617e+00 4.258150941639377152e+01 4.048669091807846598e+01 -6.241672921738150848e+01 -8.670471622628086550e+01 7.821583934837423158e+01
6.571813610994075816e+02 -4.744329572045620580e+01 8.556398297885095872e+01 -3.273124977898311272e+01 -4.868871303859518918e+01 -1.748054695972585648e+01 5.379699911505082355e+01 -7.293333359370630831e+01 1.682747626273946651e+01 7.368522349684704409e+01 -4.938657761525617929e+01
-3.168214348853722981e+02 -8.682043918090651857e+01 -1.192721323113327969e+01 -3.724676786255769656e+01 -1.474715314284753731e+01 -5.105509655929818535e+01 -8.089539621490334298e+01 -5.170703594777315004e+01 -3.221588465565130832e+01 1.202731422110048243e+01 4.916796225711073021e+01
8.087599219857352750e+00 9.075297654479146559e+01 5.115397792617059736e+01 -1.325632259731845863e+01 -8.816635911597832376e+01 8.494962146310410844e+01 -1.883813913677639107e+01 -7.871800498305844940e+01 1.987931084491103206e+01 -4.223041033559131563e+01 -8.390886803264289995e+01
6.252626760251521318e+02 6.561298561326870526e+01 1.122972579932759629e+01 -7.313780918215763904e+01 -5.459433730536522944e+01 3.561540266243963515e+01 5.680206306789580140e+01 -5.668155930935321152e+01 -2.215997706047072313e+01 2.646031581902219898e+01 -8.741044626452458033e+01
-1.369716291362389029e+02 -1.281408691214380724e+01 3.518751266641152142e+01 4.296794295341413772e+01 -6.850024374501319357e+01 -7.964132923798209163e+01 3.667225011692386261e+01 1.597172517281570947e+01 -9.170129748125354752e+01 -2.352984611289896577e+01 2.156083380429730312e+01
9.288348275023257656e+02 2.969642775682333991e+01 -9.352764628597802243e+01 -4.588195520302124919e+01 -8.899922397496105475e+01 -9.243198184580919019e+00 7.878640975820198378e+01 9.490059738173499682e-01 7.164456411691719495e+01 -2.099772069115404349e+01 2.620459948530707095e+01
8.123703433555597258e+02 -8.469187146509059971e+01 -3.315309694274672836e+01 -9.197203329101688496e+01 2.002909905208467478e+01 1.491328192184577972e+01 7.834330584245890350e+01 -3.535223195804888974e+00 -8.215540159827207845e+01 8.393912815142931549e+01 -5.501896759635955902e+01
-4.306661268311995627e+02 4.365657234404199016e+01 6.338388410395245387e+01 3.934876964090196338e+01 7.842651020039369314e+01 -5.536359173108000675e+01 -5.706959786198409290e+01 -3.901587136902999475e+01 -4.629892677744784635e+01 7.224427873092292884e+01 -2.224803281497489138e+01
-6.717480695320919040e+02 -2.128901645656820563e+01 -2.642360368257665471e+01 9.123951959931821420e+01 -8.564617393799582601e+01 -5.281994134970451427e+01 -9.546323328214685944e+01 7.539161311707326263e+01 1.095539137858861523e+01 -6.765866945463108095e+01 -1.428154899498341024e+01
-4.156341985567676147e+02 2.633638951220021340e+00 -1.401837449814023273e+01 -9.952510687791682642e+01 9.406117013584855613e+01 9.628808060548678327e+01 -9.567961475926665571e+00 1.883336180912027658e+01 -9.438567970275811092e+01 2.626339535401210412e+01 6.985287667917120302e+01
-1.698148947512084987e+02 7.002486840185389383e+01 9.129226122862596071e+01 -5.051890108708099092e+01 8.021020662610683871e+01 7.444810079733105113e+01 2.598704159882116471e+01 -4.039603033314583058e+01 -9.081005043957460998e+00 3.792864242028826993e+01 8.896446997805276169e+01
-2.110129741790797198e+02 9.652703761632412238e+01 -5.194547188206806254e+01 2.668578398389720974e+01 -3.547116592153010117e+01 -3.126324437451626181e+01 -2.284534548818498934e+00 5.698020687097852033e+01 -9.284155170206385321e+01 -1.632200211241472232e+01 -6.223783383882683751e+01
-2.209188594639214500e+02 -2.887561085442582964e+01 7.974476911238167531e+01 9.309061978674051829e+01 -1.299928453439849818e+01 6.031142174309539428e+01 5.362519889881494350e+01 -6.336949859529683238e+01 -9.544986850069409456e+01 2.570960366157561339e+01 -2.623305606853858762e+01
-6.342358656759452060e+02 -9.678834685982873509e+01 3.834798145334622177e+01 1.645121513079317310e+01 -5.538028212908869818e+01 6.001606103469498521e+01 -7.673886698121121697e+01 -4.655483529200822090e+00 -1.738245992146580932e+01 -3.223205675237240087e+01 -1.371077275471144219e+01
-4.987088576166056555e+02 9.943265698522992579e+01 8.055066268023122689e+01 -4.869663439740272537e+01 9.053353860754054949e+01 -3.374078739682617822e+01 -9.345452999815005057e+01 -1.120885557820740530e+01 -8.111297624662007877e+01 9.709543507100951842e+01 -6.299422873006921009e+01
-2.495334277796801814e+01 -2.702765482117770546e+01 -4.246489736758590539e+00 6.015567547935660286e+00 -5.996000862423356637e+01 6.285904994288665648e+01 -4.216160528009125130e+01 -2.859874327281704609e+01 7.174713366997366393e+01 -7.362911983675837746e+01 -6.102134213803913809e+01
5.519096880424910978e+02 -6.859938223779546718e+01 2.647759771810594032e+01 -7.847872562513317973e+01 -2.209969045133735221e+01 4.155518074543141438e+01 7.477150113406506193e+01 -2.163871454428978325e+01 -2.568037487105057437e+01 5.732079143117502440e+00 -9.275886968122908627e+01
-2.517947365481557540e+02 7.841374445544590799e+01 4.979407531962073108e+01 7.948495951899380429e+01 7.933220108541817694e+01 4.442691603030542069e+01 -5.912162298337830890e+01 3.551475547430706570e+01 8.799953723037356212e+01 8.449551962339970146e+01 -3.810100991788696234e+01
1.120859095990059018e+02 -5.958307099544961716e+01 -3.717236241737100499e+01 -4.975912868178112092e+01 1.571518698702358563e+01 -9.963116837183183350e+01 -5.829615191805969943e+01 4.496417377574408647e+01 4.204744116172594204e+01 1.095238743334054732e+01 4.170650547640113359e+01
-3.797073430680861748e+02 -6.281980182814251634e+00 9.664619844775833712e+01 -9.025559842071749017e+01 2.285771764912627191e+01 3.501825928484439032e+01 2.138805856499168101e+01 5.166384270342766172e+01 -7.649087254151146453e+01 -5.584514136654521366e+01 -2.000827274341678219e+01
1.093022752059977392e+03 -9.672007797762735493e+01 -4.552137130985163083e+01 -3.881336573532144030e+01 -2.359198510169528618e+01 6.401070844956785777e+01 8.608446919456130786e+01 -5.850511582608231009e+01 4.596830138371640828e+01 9.630155283676378986e+01 -4.821160998026670086e-01
-5.955553596318186464e+02 -9.249012770858186627e+01 9.459875385055156016e+00 -9.368295648780453178e+01 8.746598775659541047e+01 -2.867619467240045594e+01 -9.891946838356264493e+01 6.192059636835355718e+01 -6.537347041345691423e+01 3.126231459167482285e+01 5.616873134156284664e+01
-3.803790623581100476e+02 -5.726488997741998332e+01 -4.330409894583855390e+01 8.107977485475456092e+01 6.699573381434612429e+01 -4.007280211525612401e+01 3.179053128249984184e+01 7.096165263048325755e+01 -8.673208034078723472e+01 -8.032163772487119502e+01 -4.891989268034016192e+01
1.759459386860327186e+02 4.819638250503078325e+01 5.986080780831517245e+01 3.126029720543232315e+01 -9.959155375205391181e+01 -8.802512393639479171e+01 6.812731304614646888e+01 9.807823112346667926e+00 -2.990939974732556550e+01 3.853337965313022551e+01 3.663046775570478530e+01
-5.060444856799400100e+02 -3.197109425659536441e+01 3.029107735975344440e+01 -5.577287018053880274e-01 8.651027825559617668e+01 5.492288249878890838e+01 -8.453091655109221847e+01 -9.611881730490448206e+01 3.146659379866500217e+01 -3.408107417183913412e+00 8.344569627513109822e+00
-8.495407764892998159e+01 9.649524634148306745e+01 4.487744358570694203e+00 7.835701247165019367e+00 8.940563874151052914e+01 -6.936236736570029393e+01 -4.396830013152040095e+01 2.498863632501900156e+01 -3.920586644263897114e+01 6.714659757675892138e+01 -4.145944271838881434e+01
2.336917368195383347e+02 7.061174955675815568e+01 2.401582114045510252e+01 7.434410773635485725e+01 6.948475395535447774e+01 -7.749468333319632052e+01 5.693811927502150638e+01 -9.604961667087576416e+01 1.737207294848481354e+01 4.649093903265907102e+01 4.647696777365567300e+01
3.944181334882079000e+02 9.348509601861212559e+01 1.778717641524059445e+01 5.134849248407221012e+00 -1.966851613991767067e+01 -9.259695846244540007e-01 8.066145619759274155e+01 -1.180944274901878543e+01 1.662260290892277226e+00 -4.803011896149267557e+01 -6.522453749450733085e+01
1.552646444391332992e+01 -4.137261066060899850e+01 7.415326122242680640e+01 9.042040078548259885e+01 -4.338942031531518495e+01 -1.406402130063679579e+01 7.590970298685678586e+01 3.060188115873913262e+00 2.381914639282989299e+01 1.425332228278321622e+01 4.474375689331725425e+01
2.558011287867955730e+02 3.299846579409467040e+01 -1.777735950772527929e+01 5.363822172444574221e+01 1.895714379609221112e+01 4.170947321917913087e+01 9.766975531317336845e+01 -9.904321412914755740e+01 -3.405604816994349449e+01 -1.222103536398397239e+01 -3.400065370859678637e+00
-2.069896279575527842e+01 -7.827619014313643220e+01 -2.526004908655593795e+00 5.706464453004062420e+01 2.025060247346992526e+01 -6.798034863751354351e-01 2.093102980693795701e+01 -3.550202769669033387e+01 -4.728864156345437664e+00 -4.485364708967598801e+01 -7.812363410575693479e+01
2.403480163150301792e+02 -3.262555273431475200e+01 6.563176548811890143e+01 -2.711196006547949366e+01 6.082854590349143109e+00 9.263154036303669159e+01 2.792018277269917803e+00 -8.131680692775691455e+01 8.929658970676626950e+01 2.831360469073501918e+00 -5.101292033678204518e+01
8.203457706286344546e+02 -6.507903708250086083e+01 -9.573996011356074121e+01 -5.449243363171363086e+01 2.823023644838426094e+01 -3.112025038901539631e+01 9.774316839115138578e+01 -1.644230438796117255e+01 6.175684757474940056e+01 -9.417494106536199183e+01 -1.886552955339109872e+01
6.664230972851722754e+02 5.035608712573832690e+01 -7.378289319965594473e+01 -1.580312500494225958e+01 -3.686530688968565528e+01 -5.567808904072426657e+01 7.661366987978618681e+01 -6.218225026382167187e+01 9.993196062111101696e+01 -9.352747144856721206e+01 3.681119130669009110e+01
-3.183116970246521191e+02 -7.653881280322846692e+01 9.645648981541782518e+00 1.638313797673333738e+01 -5.086942858000575995e+01 -6.717956308113504349e+01 2.417920874539052534e+01 8.354101408852986310e+01 -3.384602476921591574e+01 -8.241017876347183346e+01 4.583707978464565258e+01
1.965562805744854700e+02 -6.363393023669172521e+01 -2.519156416143910349e+01 7.022669129524558684e+01 5.335202125561505682e+01 2.370967429367858870e+01 2.486685248661710546e+01 -8.341552939759520768e+01 4.810977745261965310e+01 -5.866927424400913083e+00 -3.460181327108034566e+01
6.290238504205502750e+02 -6.913606026113214398e+00 -9.293545995400947390e+01 -7.700183315470985690e+01 8.117510131039878729e+00 -2.605978365726990376e+01 3.838818867673822410e+01 -5.174867387149640052e+01 -1.993469901467155125e+01 3.263950709897167712e+01 3.122795846786422658e+01
4.156394353742668386e+02 -6.614699393688161422e+01 9.078787143606356835e+01 -4.813260327452544374e+01 2.897861083418672479e+01 1.012650252396372252e+01 8.188871077148448308e+01 7.233763329433216427e+01 1.614466037487936489e+01 3.961321883062240090e+01 -5.752345393254860539e+01
-5.331614243606708214e+02 -6.337206277821856304e+01 8.476469860429259029e+01 2.885606860179188971e+01 7.277599764232115831e+01 -1.491789015721400347e+01 -1.489081737058268118e+01 -9.863197374480236590e+01 -1.134200500883665086e+00 -3.186274938200332940e+01 3.512604527068558014e+01
-2.647961738449500899e+02 -8.229802034732307447e+01 -2.947559804592270893e+01 -4.585910309940977214e+01 -7.491157488099253214e+01 9.558579094379572894e+01 -5.099724827770226909e+01 -6.716742479119145059e+01 -5.582867242420916654e+01 -5.507615494271611567e+01 -7.956224252169437250e+01
6.692011260207710848e+02 -4.844751147732937113e+01 -4.071216132776061158e+01 1.735248220664450969e+01 3.857085399583931462e+01 -8.840853728121220456e+01 5.271134240807745641e+01 -1.824532244176964468e+00 6.486559992672130193e+01 -1.867514900451084259e+01 -4.135780798644363898e+01
5.359678224919225187e+01 -8.080994792487190637e+01 1.949044894756688961e+01 -5.814405051902662080e+01 1.829894987571188381e+01 -4.223275839394793252e+01 -6.679570246584098925e+01 7.930396779271364949e+01 3.458850645451229866e+01 5.151420498106858759e+01 -3.023803678779304960e+01
-1.261026055959698624e+02 3.842579509505412716e-01 -4.883187360957649048e+00 6.238211220102471088e+01 3.665919969695139002e+00 -7.143950744696947197e+01 -4.859045998261051125e+01 -1.648992578960715605e+01 -6.917565966202805328e+01 7.179979721104788837e+01 -6.604947953204300859e+01
-6.819255670215316059e+02 1.098557505928204137e+01 7.172330959670529182e+01 8.101578251672464148e+00 -7.141921130832446352e+01 5.167624336327926926e+01 -5.787751864898476128e+01 -5.727413518071409015e+01 -8.582356580600804818e+01 8.821507536289647078e+01 4.947436622619031255e+01
-8.219286133749607188e+02 -6.215072967826451844e+01 9.061764948600401226e+01 -3.538539893531392977e+00 2.944206166514467782e+01 8.795592420187549010e+01 -8.805813633955052921e+01 5.919877108965297907e+01 8.845121974968185441e+01 -3.744427640047886996e+01 9.726627427357527722e+01
9.699717553997984965e+01 -8.650931324416487200e+01 -8.049126849557445951e+01 -8.292774903914256868e+01 7.304259731219397622e+01 -5.999897122435287145e+01 4.682760587243038231e+00 8.920581038893845971e+01 -7.850359077827741316e+01 6.790736723550298848e+01 4.290486343280264236e+01
-6.135664182611885735e+02 8.692219187910993128e+01 -7.765500139255286172e+01 -3.831088283287841989e+01 5.935354178876360720e+01 1.883318370322028557e+01 -6.562433508710068963e+01 3.232193156099444309e+01 -9.568758404052421440e+01 -7.047039611218238520e+01 5.385631186925979819e+01
-4.445574657095279463e+02 -1.803587689399188321e+01 2.791082869870894001e+01 6.526429266229490622e+01 1.034998153795238807e+01 8.912933732657711516e+01 2.492922593720415136e+01 7.271611560788556972e+01 4.252678547495912653e+01 -2.748388668964913961e+01 9.373780675086521796e+01
-3.175546634823949717e+02 -2.564660336080663683e+00 2.749318007536669484e+01 -5.640246799820134527e+01 -1.704189401013691452e+01 3.234622187461806675e+01 -4.513724273853101465e+01 3.082102601817106802e+01 -4.474581329754985148e+01 1.875610938269234396e+01 3.762628496153942592e+01
-3.735698654244354202e+02 1.494024656945165930e+01 4.438179670548581157e+01 -9.294108209457583314e+01 -2.203829637661129937e-01 7.407457551613356372e+01 1.894729494848579066e+01 8.506219097467891288e+01 -7.406414684916703095e+01 -7.842126019218918032e+01 -1.005972738067903549e+01
3.630676919920928469e+01 -7.945915370708684122e+01 2.290701744211469304e+01 -6.394360204461433739e+01 9.698149387821010237e+01 3.157979371605506458e+01 3.146510654076166702e+01 -5.817008793908158282e+00 6.899816446375652390e+00 7.284295985255056394e+00 7.352804245245332027e+01
5.051341898271506352e+02 -1.628439598684067846e+00 3.648350135504691139e+01 -7.629173510994735352e+01 3.358008834566635414e+01 8.033229276036598776e+01 8.578812144446720822e+01 7.469323556878657655e+01 8.130694725328021377e+01 1.666994263902834916e+01 6.420532759080597884e+01
-7.301617549655410357e+02 5.245019887270541403e+01 6.577732039180062884e+01 3.517118847521572889e+01 -2.708884547642385598e+01 2.151600271407312448e+01 -5.036783326141107864e+01 -9.275173691758931227e+01 -9.665105864022771698e+01 -4.283092496617260281e+01 -7.234402503954473218e+01
1.667304794041858997e+02 -7.302657541922650353e+01 -9.273701707176694242e+01 -7.319161315982698568e+01 -4.293266523205463159e+01 6.424157547492811204e+01 -8.395516480170030604e+01 -9.200370345838454966e+01 -4.060456652018469015e+01 3.818938783166987605e+01 -1.363969809118847820e+01
2.846699916425326364e+02 8.054272565557749886e+01 -4.390928665272340226e+01 3.196854295876752872e+01 3.681581654928010039e-01 5.068317563323998343e+01 2.128073174056770256e+01 1.496012618371101155e+01 3.168449852070281736e+01 6.065944031619216048e+01 5.539550148204747870e+01
1.152256526113551445e+02 -6.231871344961172809e+01 -2.474107718656040333e+01 1.198003835332204403e+01 -9.769498613676739751e+01 -7.831036721494115227e+00 -3.824160907290701061e+01 8.457075936148544315e+01 -8.835614093933527613e+01 8.533972352774799219e+01 -9.049202312754354693e+01
-4.650436967443459935e+02 -8.617591239005413684e+01 -9.876847938319019704e+01 5.931767220418538500e+01 -9.685280587219236281e+01 1.165985706078176065e+01 -9.065372689183639920e+01 -9.696369270565332954e+01 -7.454127653298297673e+01 1.027310778244678602e+01 8.856474354320661746e+01
-1.005306897575502774e+02 6.689772267007094797e+01 -8.387291269120461834e+01 4.202534127512262785e+01 -6.116878920979820577e+01 -2.665005430519529739e+01 -6.014891764438237232e+01 -4.036294354620733316e+01 -3.759424923161707000e+01 -3.804164358024893033e+01 -7.315418978233211078e+01
-9.643073442849088224e+02 -7.686421692589703980e+01 8.278954307837676652e+01 3.907098924533676154e+01 6.746319327019691059e+01 6.410927451932718668e+01 -9.695393638439375650e+01 2.176732075795055721e+01 -6.071101495397302017e+01 5.701400412068159085e+01 8.839837081007772213e+00
6.397450679364984580e+02 -3.109564678926064119e+01 -4.894531835534549913e+01 7.365803121533718922e+01 7.404477642864634390e+01 7.199775251322944314e+01 8.124421715525642185e+01 4.577410312279610594e+00 1.805608025822611751e+01 9.421300885882172338e+01 -2.100302815570856296e+01
5.029095975968922971e+02 7.609289951912032279e+01 3.042425320827967994e+01 -4.441336560614710294e+01 -3.606378537893417757e+01 -9.381631578253323767e+01 6.698461987238735560e+01 3.218559198434675750e+01 -6.524897212114896661e+01 1.625332975185813211e+01 -6.204228847174834982e+01
-2.186248159290425122e+02 3.762853989365223129e+01 6.529461543297148296e+01 -9.337860379949415801e+01 8.625311784271252691e+01 3.004149680636444941e+01 -1.874585542551490391e+01 2.583738149561676778e+01 7.427647242808092187e+01 -2.205986481630073115e+01 9.293275860340543204e+01
