y,x_0,x_1,x_2,x_3,x_4
-1.053141835796443047e+03,2.467202315836054538e+01,-9.683575143068874524e+01,8.588744674875226792e+01,3.817938350338479836e+01,9.946457009029609253e+01
-2.053920802616356696e+02,-6.553189833093429684e+01,-7.257285007422444778e+01,8.651909260743272512e+01,3.936363229798004681e+01,-8.679996545558749688e+01
-2.414507776264591712e+02,5.109261052049328100e+01,5.077523769224927719e+01,8.460490710929667557e+01,4.230495172569433748e+01,-7.514580760556705741e+01
1.584772757299818409e+02,-9.602397323204088764e+01,-9.475780262445614710e+01,-9.433870239584108219e+01,-5.075778647939082333e+01,7.200558973657760475e+01
-6.353811470493096181e+01,7.766212868330569563e+00,1.056439573715317692e+01,6.840617847192115164e+01,-7.516533697601776964e+01,-4.416326419777210077e+01
4.905482685423638145e+01,1.715185429165757114e+01,9.391914966393491682e+01,1.220604385114198465e+01,-9.627054212541139577e+01,6.012653453612327326e+01
-7.823344114358084411e+00,-5.340514523179591322e+01,6.142103912375583263e+01,-2.242787118716564976e+01,7.270837091188573709e+01,4.942432854743691450e+01
7.750274606273995914e+02,1.124804679808377728e+01,-7.270895486786299955e+01,-8.801646209755766392e+01,-7.573130885185253192e+01,-9.108962429104765590e+01
1.122017188099842855e+01,-7.850117417878141168e+01,-5.485813227842906059e+01,4.259779607653533162e+01,1.194339641082848402e+01,-9.748880396817682481e+01
4.734727278333953677e+02,-8.560514406210265292e+01,9.345526600005439377e+01,1.362009238398842115e+01,-5.934135306780190433e+01,-4.953485108593531550e+01
-6.692236431080980310e+02,4.876517081501859252e+01,-6.091410377813624422e+01,1.627178545465154968e+01,9.400399781766247997e+01,6.936576029800704646e+01
5.484392582934491145e+01,-5.203044817048277082e+01,-1.246057146254003101e+00,2.399114367627595357e+01,6.579617991003573252e+01,-6.864172107078314866e+01
-2.501923992352801633e+02,-9.628475956451809736e+01,-8.599557125615552877e+01,-2.730977812593636145e+00,2.126589233066607676e+01,1.377028741729627370e+01
3.184699899414002857e+02,-3.652751813556784555e+01,9.772323088248978706e+01,1.594904384915938067e+01,-2.397176547528991364e+01,1.018964382357935960e+01
5.211955542466021143e+02,4.906688618130041846e+01,3.384657869063693170e+01,-4.701608846743812364e+01,-8.673303311431168083e+01,-2.598316041717873759e+01
-5.286085778135250024e+01,2.594350140431289731e+01,-5.796519801703207975e+01,5.055111074776277746e+01,-8.669270372917701195e+01,-4.793698028429180624e+01
-6.695608714560866019e+02,6.095091274866908293e+01,-6.131314347533445641e+01,2.789217617598802690e+01,4.934061824746734715e+00,8.496159407987013878e+01
-7.951381356809795307e+02,-4.734064590257780480e+01,-8.680778186319524536e+01,4.701319265773389589e+01,5.443560590864936444e+01,8.156317050070481400e+01
-4.348457377646259374e+02,8.639441383936744501e+01,-9.720968540488060228e+01,-5.312758277571590071e+01,2.335567140033151645e+01,8.980326413752328563e+01
-3.427291878169992287e+02,9.003522384941592804e+01,1.133063763903128063e+01,8.312126995325490952e+01,2.831324178926749369e+01,-2.199845717175075777e+01
-5.733023820058052706e+02,-2.801866580618053604e+00,2.086209658399465638e+01,9.909584301712513366e+00,8.523628534129073842e+01,8.374668712672121273e+01
9.450830412450213771e+02,-2.102487741528902632e+01,9.265250568814235521e+01,-6.520886666390713060e+01,-7.473409611207253533e+01,-7.298416839065373551e+01
-4.035760954703453649e+02,1.132433135379343980e+00,-9.569503894516040532e+01,8.959404224353619384e+01,6.542309423414650382e+01,-9.699620385157552960e+01
2.432521404303857366e+02,-6.476074888498894211e+01,-3.358728512663260801e+01,-7.380063103781662903e+01,6.189813842531640375e+01,-3.105266946334130296e+01
-8.075829896032061015e+02,8.802149646667342608e+01,1.640283598941600474e+01,7.576639688236880943e+01,6.894688907844437153e+01,8.107846374172984838e+01
-9.777470963525503578e+01,-8.023946836638600644e+00,9.269363204074650753e+00,5.972071823040786853e+01,-4.285622965317048738e+01,-1.949295476014455630e+00
-4.934412800766659188e+02,1.982206152917567010e+01,-9.689334488983286064e+01,1.869628163932743803e+01,-1.326473020210833909e+01,6.147210577696827727e+01
5.054228404140449982e+01,-3.695103938092540830e+01,7.857774170503026312e+01,1.557144305690709984e+01,-6.319795967450698981e+01,5.758584676510085387e+01
-5.008648066995063459e+02,2.240623540898678812e+01,-8.921814558524940253e+01,-1.596126399977354993e+01,3.581376731308591843e+01,8.372035559550516837e+01
1.413031948316532862e+02,-9.991959502172851160e+01,9.535182980621192428e+01,-2.468393705084510259e+01,9.475670767166451469e+01,2.094322019481060693e+01
-8.837536172980266258e+01,6.576916159613858781e+01,1.494230094162045930e+01,2.561523966147008480e+01,-4.288474366086121137e+01,1.736666813121658492e+01
-5.231459453960300152e+02,5.000435274053199919e+01,7.166276728580845656e+01,5.101643769353603375e+01,3.961144968946058498e+01,7.289588601091995201e+01
2.861191161569548171e+02,-3.546380063265071669e+01,3.415775815751743494e+01,-9.825212717330174428e+00,-2.357944959369655180e+01,-1.783773001556288307e+01
-5.103916230601799953e+02,-1.970408330609187431e+01,-3.652321080834462208e+01,2.438387358406029648e+01,-1.395054583574713547e+01,9.476041558545045973e+01
-2.692039345350530084e+02,3.556017828686222515e+01,-6.028602231457782779e+01,-1.465979813039344037e+01,-3.133075204511538914e+01,5.952776079171331958e+01
1.517099477666382370e+02,7.599965771268634285e+01,8.076839116527438023e+01,3.254396247505243878e+01,-4.595834759404844050e+01,-4.952665969908205312e+01
-4.985841390825336248e+02,7.097958853948048841e+01,5.542929261749335978e+00,6.043221680091960479e+01,1.449770343832126684e+01,4.662850505750222396e+01
1.397140044580834228e+02,3.802325492811164054e+00,5.417678210037760778e+01,1.377159814094311230e+01,-6.858024281603832151e+00,-3.146221840934364877e+01
5.399477814330329011e+02,-8.635813031665917094e+01,-2.441516413438003497e+01,-8.407478446034951958e+01,9.656342274608900311e+01,-6.367742973384724792e+01
1.385557198938003580e+02,6.237173954410795318e+01,7.499232899117961892e+01,3.768265047718867322e+01,1.389888254907513954e+01,-6.780571263687824057e+01
3.111300985021980523e+02,-6.623995447338742792e+00,-3.096558976895700255e+01,-5.499200843718308107e+01,1.850237375315934685e+01,-3.754603245961660463e+01
6.622081327092131460e+02,8.326111069367016171e+01,8.192710499031142035e+01,-4.857634124356076200e+01,-7.782173985119416670e+01,-6.140745359617743304e+01
1.867768266555960111e+02,-8.316586422279215185e-02,4.571713359491923256e+01,-5.836111231824170176e+01,-5.039328832455385054e+01,7.033437498727340653e+01
5.137196427972533002e+02,-1.683025634649453650e+01,2.333701343104723946e+01,-5.326677215214998995e+01,-7.960654811484050697e+01,3.171403393705958251e+00
-4.000100557089373865e+02,-4.571802590043532177e+00,-6.946567118136735530e+01,2.436124634808309963e+01,8.802023762787626993e+00,3.082746939414886356e+01
2.451191923894958222e+02,-7.109089197506804680e+01,5.030556342704878148e+01,-5.559017204001546020e+01,3.870364873206597167e+00,5.705920564432378228e+01
-4.922412997313368805e+02,-9.553391440163876780e+01,-3.512750805476269989e+01,7.458447528002221816e+01,6.894192152041392774e+01,7.688118518908737542e+00
-1.107621919328897420e+01,7.332165483330260258e+01,8.996119827072530484e+01,6.528139952586826666e+01,7.082308876730775182e+01,-8.025131963593032935e+01
1.464665807113817948e+02,3.026086646819820203e+01,4.070339763053058846e+01,2.204816252932593557e+01,5.992305234720561202e+01,-9.308575602567314888e+01
4.768321100747803030e+02,5.404774691099598272e+01,4.634572014790538219e+01,-4.806032134032938075e+01,-4.858614023557066020e+01,2.646066348602556673e+01
-5.689280644865064573e+01,-3.094050768178368571e+01,5.931773560145751389e+01,-1.077075359930854859e+01,5.654988295683438082e+01,9.809435672476814716e+01
-8.476945097907698710e+02,-3.995033209321998413e+01,-7.139883434838012022e+01,8.026168726985477520e+01,8.311875777474654114e+00,9.494807417101645797e+01
3.127696529346719672e+02,2.732088000037944653e+01,9.878260492209577137e+01,9.214160828590323149e+00,5.285186781104258102e+00,-7.291441938556602054e+01
3.388347790687632823e+02,-2.885896580322378213e+01,-9.475628654072534118e+01,-6.792096409607017904e+01,4.912743854149920253e+01,-9.392006201424223377e+01
1.716653703387374605e+02,-2.669138055125112885e+01,7.246925056760881034e+01,3.853554350147086893e+01,3.818842841323370862e+01,-6.227263980893782502e+01
-1.802770075017052136e+02,-1.161914385031532504e+01,1.631548146885823769e+01,9.795034153274104938e+01,-5.921875495337562967e+01,-5.045341964752903152e+01
3.600551550445517250e+02,-4.756538324541761398e+01,5.003448265959855235e+01,-8.604934512861433404e+00,-8.861411231778100728e+01,1.703248122047924085e+00
3.860348298843473458e+02,-5.760796707126480953e+01,5.972084895204204713e+01,-4.053372369854555757e+01,-9.447879760909927427e+01,1.868648989292421447e+01
-3.633685245065211120e+02,6.876808578623777635e+01,-2.379677518755715937e+01,4.997166214522869154e+01,2.228295659425640451e+00,8.190360992437732079e+00
5.428094781887884892e+02,9.188686421235047419e+01,6.079217829972935760e+01,-9.353538667528520989e+01,4.187745024625903056e+01,-6.999703687298790555e+00
1.819671969454493592e+02,8.950978827901997192e+01,-5.571345313530233767e+01,-4.658559606312684309e+01,-8.370520702454760453e+01,-1.427623426724269962e+01
-4.624517311307143927e+02,-7.819624719618633435e+01,2.675735212238356553e+01,6.059264747474756518e+01,3.936009922403570727e+01,5.324227621515410647e+01
1.384886795199965093e+01,-3.150917603129603606e+01,6.917029660553552617e+01,-1.424624500011148598e+01,6.480197408246374380e+01,2.529923172485875682e+01
4.094957309470256632e+02,-7.131539026595100950e+01,-8.432262002901040887e+01,-9.633347141739854180e+01,-8.665500047212870527e+01,-8.283237258313633333e+00
-5.570547929448689501e+02,-7.733161544648190500e+01,-9.444333023026601381e+01,5.097229627809346653e+01,-2.102990390787211084e+01,4.938769912150502250e+01
-2.271362656614350044e+02,-9.519034650709684797e+00,-9.982650599847772810e+00,-4.385498656433810538e+00,-5.199214687561195092e+00,6.063266842283391611e+01
7.330414357803458643e+02,-1.952149602845283027e+01,8.093723206872459741e+01,-9.258779040919282011e+01,5.477486854408374484e+01,-7.487172377245224197e+01
-4.457143500676798453e+02,2.370271338241710168e+01,-9.792714773295361397e+01,7.725456515269385704e+00,-9.939640867608072483e+01,9.023875709804090661e+01
4.779419163635068202e+01,8.108040674055561681e+01,5.919338838845388295e+01,8.305486398295749950e+01,-7.088835376832058444e+01,-6.845398602589334303e+01
-6.191772969478964797e+02,-6.247366541951320329e+01,2.449918045998423111e+01,8.116189920166036131e+01,9.799103567181472840e+01,4.222449175316319270e+01
5.931829829518711676e+02,4.636008182845904457e+01,8.185864090885090150e+01,-1.982525352577582112e+01,-5.002986395499264916e+01,-6.531396584257542770e+01
3.903141209706643622e+02,-7.610858993325419419e+01,6.252211760656572892e+01,-7.064152531655136613e+01,-4.714050345461986069e+01,6.381783572670616422e+01
5.486879424590650842e+02,-3.788254964115800050e+01,9.648348985858856963e+01,-4.667225956967295986e+01,6.730668994242279268e+00,-3.710659776283007716e+01
-3.636931603788679013e+02,8.215456623476748632e+01,-2.668867122975311190e+01,-1.328153454536709432e+01,2.458538455672282907e+00,8.777729547394267229e+01
-6.671713613811603238e+01,-9.381019874576985274e+01,4.337573272633784427e+01,7.820379085846778366e+01,-9.454255529650623657e+01,4.410249450502149671e+00
1.521640598196295855e+02,-3.480203764599494320e+01,7.189786417311717059e+01,1.170331018450356453e+01,3.804557363254957636e+01,-9.429300009692511253e+00
5.525694123437009466e+02,2.566180750427142243e+01,-4.198062966251483630e+01,-9.813028440669684471e+01,1.535118699741815362e+01,-3.771115717350743779e+01
4.196581794632066931e+02,3.453519700225953670e+00,8.328117061077955441e+01,-1.470504229972080168e+01,-5.052079267952291985e+01,-2.574124774418910988e+01
-2.922209463661217796e+02,8.637222332730812013e+01,8.737367626181872993e+01,6.886598971314265327e+01,8.404130286113209536e+01,-5.441994200973660867e+01
2.008880659180702253e+02,-8.250355808928182455e+01,-5.453805274306225215e+01,-3.712467677718991155e+01,-6.504682472873767551e+01,2.141883239449209952e+01
5.351223602519194174e+02,-1.728271699976772879e+01,6.327030236544283071e+01,-6.297392034619386436e+01,4.037530595126207800e+01,-5.192887503017222883e+01
4.077752279151460471e+02,1.484381776817194520e+01,-3.020248055584222868e+01,-8.860712010343345924e+01,-5.423726580792482821e+01,3.282051107095870179e+01
2.310937404964192865e-01,-5.499813278937466521e-01,3.803196814735755993e+00,-6.505596997821550076e+01,1.414317030925127483e+01,9.935068504164200931e+01
-7.731189694840536504e+02,6.336702175832436978e+01,1.887452476619554886e+01,9.519781366618099128e+01,8.031251693386425927e+01,1.912158672052910902e+01
5.061057263546641138e+02,-9.351473493710858520e+01,-8.128458083650384935e+01,-8.692565699155471748e+01,-9.653370261704935729e+00,-2.491303336642845068e+01
-9.460543388193207193e+02,9.507000685405731133e+01,-6.640334136007700749e+01,9.455751838653102936e+01,5.349497377260260578e+01,6.484756792489955046e+01
3.980438087235937132e+02,2.652316335559945060e+01,3.374655404134639980e+01,-4.623533295761333761e+00,-9.737272861538555446e+01,-2.939878289163505087e+01
4.465955862759346928e+02,-1.585639701288314996e+00,4.601824221802087322e+01,-6.274331450778163344e+00,-8.519016782113666864e+00,-7.246745181087936771e+01
3.529796802728151874e+02,-9.782225323930420302e+01,5.165565209539923330e+01,-3.600943238446432559e+01,9.687669003870215079e+01,-5.595315476816880107e+01
1.335195967104910153e+01,-3.225839490366406892e+01,4.779227133226342517e+00,5.097829141210655735e+01,-7.228443219940871245e+00,-7.503549137766474075e+01
9.204640703143776648e+01,-3.749972430159009917e+01,9.038339401989219368e-01,3.476980160337353709e+01,5.402999126241843442e+01,-7.393284380912913889e+01
-1.339399241405085945e+02,-9.541697373552364070e+01,3.816464442397887069e+00,6.199774213248326760e+01,-9.747924659402474390e+01,3.449396893074677450e+01
-1.779985436582863940e+02,3.736164533139836408e+01,-1.015064928267248945e+01,8.295773734838684277e+01,2.887221695139859889e+01,-9.895203246970683608e+01
-3.521331892554949832e+02,-3.114310897124880739e+00,7.186356121951999398e+01,6.607991400746789168e+01,2.983083942249558618e+01,3.473968477972633195e+01
-8.845503998585739680e+01,1.569991595784010485e+01,-4.517604496662956848e+01,1.210599810721176084e+01,3.434595696348407046e+01,-2.951407395671823508e+01
-5.608043605422161590e+02,7.116567345078556173e+01,-6.099250279825854193e+01,4.946416206638463109e+01,-4.207945076262451778e+01,5.475985744883641360e+01
1.915498869909623068e+02,-1.445253413278476273e+01,6.153968182244190643e+01,-2.929302746640192368e+01,-5.726135247408377182e+01,5.345690168435331202e+01
1.870431996086020376e+02,-3.827161047386977799e+01,4.664901354528549859e+01,4.889463061554641854e+01,-5.572065981835978477e+01,-5.717757263587031247e+01
4.706884125173055509e+02,-6.021041531458666185e+01,-7.149633244683107591e+01,-2.458348015853317747e+01,-9.467442306167571076e+01,-7.781592619315188131e+01
8.090297992944144880e+02,3.491280475268209216e+01,5.995530737947726152e+01,-8.389409457432282125e+01,-5.365953790284159197e+01,-5.847486763923712516e+01
-1.809175834638976994e+02,8.346671261632613437e+01,4.226290362729733374e+01,1.077692221028286212e+01,-3.909640241587595000e+01,6.697080952635968742e+01
2.376853019915097320e+02,-1.293880847409600676e+01,8.469124302375504953e+01,4.121036086718663682e+01,-4.393738406943327846e+00,-7.475797925012825829e+01
1.391152400506515789e+02,9.520871009354951298e+01,-6.803326993118133714e+01,-5.947957495606748068e+01,-1.376364896792581760e+01,-1.915961884497055223e+01
3.565886474528014674e+02,-7.064970384714118268e+01,4.586378387222467268e+01,-6.225098662456281318e+01,2.877912886233255563e+01,5.086119011525974543e+01
-2.761158673846519491e+02,-5.785352158333585493e+01,2.019084962152800244e+01,4.978567504916728126e+01,2.764374212406667652e+01,1.942546058932981623e+01
-3.735684341995008708e+02,-4.090354286890058688e+01,4.632129424830176845e+01,8.906168799998994245e+01,-1.488772194769060775e+01,5.643636336628105710e+01
6.545949302777090679e+02,-8.877179206761694275e+01,6.705432049799318861e+01,-6.154999663557045864e+01,-2.098062622200535543e+01,-3.998379081492871023e+01
4.182015290837532575e+02,-8.397927123879014744e+01,8.092620058724858723e+01,-2.596916448925234988e+01,6.139487695227899167e+00,-1.176746820734990706e+00
5.245091995271272935e+02,-7.356777161141236832e+01,-5.870918822211339716e+01,-8.476223819353576516e+01,1.584339989057497178e+00,-4.769008963340257878e+01
-5.195352242302872128e+02,-2.858767822344161402e+01,-7.838693426055263558e+01,5.751036793050144524e+01,-7.868322464223977875e+01,9.714176474263754812e+01
6.214951366475654595e+02,-6.456776711231653110e+01,1.448102248692985938e+01,-9.103093308218237212e+01,5.742325793116683030e+01,-6.207881043634068874e+01
7.417877992810591650e+02,5.580795681625332350e+00,4.801550863181432760e+01,-7.001370301654881700e+01,1.021743483739435021e+01,-5.667655833424412037e+01
5.425364915409937794e+02,5.183920986342894821e+01,4.458303871124275020e+01,-6.469019314458338954e+01,7.239331153341467484e+01,-9.604498009673115178e+01
-1.890711847696687471e+02,7.204739948462304255e+01,1.178076223218766927e+01,-1.935590557883016061e+01,5.174938620446732784e+01,4.338580033849396500e+01
-1.732297182988671693e+02,9.746523496168529732e+01,-4.438299027740344371e+01,-9.924126551813148467e+01,8.678052166297754866e+01,7.157942090757876485e+01
-2.590208657864097290e+02,4.577017550385119193e+01,3.337756584307683738e+00,4.139124904975219010e+01,5.610591137534854056e+01,-2.502481129262812942e+01
-1.575281351074802672e+02,5.406450506599151140e+01,5.012486383503505749e+01,2.264224230885194800e+01,-1.962681520643252497e+01,3.946160385286819405e+01
1.147771844155449372e+02,-9.937742843496157263e+01,5.497932934491956303e+01,7.928332049136938053e+01,-5.213685851249907444e+01,-7.584656313815405326e+01
-3.977746727118178569e+02,-5.594320244125447772e+01,-3.958065374198034192e+01,7.660570171276683027e+01,8.633286047618909720e+00,-4.265767007871388472e+01
1.022347482589791667e+01,-7.232906204141069395e+01,-4.197110737909166289e+01,2.277421794825052359e+01,-3.517229402051067666e+01,-8.527963661800313844e+00
1.976859506000322426e+02,-1.117657859667711762e+01,6.562707214630242447e+01,-1.473036915275388026e+01,-3.086023576489952802e+01,3.499432096182104601e+01
-1.384600882232375625e+02,-5.570358885329424936e+01,-6.550835214689243458e+00,-3.704686253519670913e+01,2.537112043256692573e+01,7.547209493896252752e+01
3.720719739167933540e+02,-1.046219997087429476e+01,5.689148375838462357e+01,-8.606859887689921607e+00,3.124586634342628599e+01,-7.363180499449957495e+01
-6.317746082327357726e+01,-1.340369860647037115e+01,8.186239773098733963e+01,2.109580020618693652e+01,5.335491744742043352e+01,9.401216191788677179e-01
2.365480703343632456e+02,-3.888750343985094560e-01,6.857996803856997303e+01,-8.643861313180924810e+01,1.465445430993692355e+01,8.855251508658986381e+01
-5.109886038250410252e+02,3.572009634464379246e+00,-6.110683809442309666e+01,6.958787848869522463e+01,-4.967217152882943765e+01,4.014520729650757858e+01
3.050923736184160475e+02,8.052188079379973829e+00,8.976725765604390972e+01,2.486734048053517654e+01,6.759559240954587267e+01,-9.841342476109538495e+01
5.412259794464267770e+01,9.786801123332759289e+01,-8.445708593352270555e+01,-3.557409727704607860e+01,8.923047909135306099e+01,-9.821217952575098309e+01
3.898240920365791595e+01,6.454600108438711459e+01,7.224232767335888639e+01,-1.203383715828549327e+01,-4.885096123881375973e+01,6.053790392665970899e+01
-7.017151495195773805e+02,-4.427599113555771737e+00,-7.313227826886077310e+01,8.556979856500214510e+01,7.919399340132969201e+01,-1.690969996612935233e+00
-2.786959321624852919e+02,7.134049930355843117e+01,-1.628439484718026620e+01,3.669298003326022695e+01,-2.040187211841551118e+01,1.148403490162081653e+00
8.399655287972651649e+02,-6.208965943321453551e+01,9.299778482218277986e+01,-4.115686235114905855e+01,-7.930808877671972823e+01,-7.113691995419037539e+01
-2.145151397612544031e+00,-9.718154116151140443e+01,4.318913989247889162e+01,1.289966404817481305e+01,5.891567023695043304e+01,1.415984656827291133e+00
-2.746021350889015480e+02,5.836420790083076326e+01,3.915284285436788991e+01,5.556969537183508123e+01,-1.870342620458274041e+01,2.955412663749623903e+01
4.984030286432684420e+02,-6.404114046140512073e+01,-3.563600732241920355e+01,-6.547907597604149998e+01,-1.827255499734752675e+01,-5.171625040688023489e+01
1.683311830400478186e+02,-1.861560117412841464e+01,9.504446848746241017e+01,-3.593613483559374799e+01,9.649818899497907410e+01,2.726122517119671329e+01
-5.128694863063252996e+01,-2.498179632121780003e+01,7.149689981671932060e+01,2.391734787371476045e+01,-4.959338397383212538e+01,5.857113559537751257e+01
1.661713761105610274e+02,-1.341229825316739266e+01,-2.849776653391171521e+01,-3.394461269498381739e+01,3.947377512262789878e+01,-4.626997521875468777e+01
-4.230019723552066466e+02,6.165560274107602368e+01,-4.094224112003044524e+01,8.824276717071441567e+00,-2.415701638959518505e+00,7.107128251907394656e+01
-4.925270423414893344e+02,7.767728687907717244e+01,-6.312311152644664958e+01,1.706969178765021411e+01,7.964100920342741574e+01,-1.077655619311406099e+01
-2.633792718925058125e+02,8.437366109676307246e+01,-4.420182190860582239e+01,2.176623483875914644e+01,3.649074195336308435e+01,-5.435885332990317664e+01
-5.065311524469394158e+02,-9.724649748845664021e+01,-1.665520752586078856e+01,8.769637837134681035e+01,-3.139437803391868442e+01,5.594885909651998190e+01
9.662995262832026810e+00,-6.505273743451851942e+01,-3.160943273950951493e+01,-7.108045583238065035e+01,4.335416282927519660e+01,3.986152473936283513e+01
-2.162468660353277699e+02,3.769946358978376111e+01,-4.932079310274006900e+01,3.847202432468176880e+01,-5.454049181681008918e+01,-1.507017681373206131e+01
2.642406995102002725e+02,-2.561557566646254713e+01,-2.893841767597555759e+01,-8.846903855174872433e+01,2.632932537318792754e+01,4.146332053633989290e+01
5.280507937754852037e+02,2.271773890056711309e+01,2.966255123262490656e+01,-6.601185715654844444e+01,-7.011064021222750853e+01,2.835008705176562671e+00
-1.822984318361959595e+02,7.506654527090782381e+01,-6.320931169055559451e+01,-7.432176258348022202e+00,-1.421353319401941917e+01,-5.421628160967344456e-01
-1.213822322765534238e+02,-6.769784590279761005e+01,-3.151187177303789611e+01,-4.762391917929596019e+01,6.890538864589578338e+01,6.006644915528033835e+01
4.704953193745450335e+02,-1.467216834637127931e+01,2.140309215780777663e+01,-7.090687794675601197e+01,1.922658843511726445e+00,-4.061058284261909535e+01
-1.364744394116625159e+01,7.193019071384020435e+01,3.431967618127796982e+01,2.669480252448420288e+01,-7.504973998616415543e+01,-5.882424100222863217e+00
4.156015592172490614e+00,9.731455591737631039e+01,8.965983481453301351e+01,2.901712805208870805e+01,-6.965502579360527591e+01,2.782536974398099971e+01
-2.009149169821526186e+02,1.313242250878549555e+01,-6.266832467749594571e+00,-1.439250610634597649e+01,1.985395113160602421e+01,6.999397770319308165e+01
-6.053019392623729118e+02,5.022420807438749080e+01,1.587210805944661729e+01,8.494083630720561473e+01,-8.705200331169022832e+01,9.826930174636180482e+01
8.482282151794422020e+01,-8.940109146640209303e+01,-6.010089077228772680e+01,-1.544946767108781671e+01,-7.849822476296645846e+01,2.473408219954036724e+01
1.835705626863333464e+02,-9.040148719022653268e+01,-4.307522379861157447e+01,-8.779266377606577976e+01,4.070386622101622720e+01,3.369123351789639287e+01
-5.021561773789739505e+02,-2.428388134987955027e+01,-6.236114799403576114e+01,4.940096580598901710e+01,-3.192414184690655077e+01,5.906023348112856297e+01
5.840617911321940028e+02,-2.419812164075935357e+00,5.133888870195875143e+00,-9.430183010168656210e+01,2.884640397580636773e+01,-2.986869951356652564e+01
-1.241787058393463923e+02,-5.415899454158685700e+01,-1.322332475765988136e+01,-2.350650854581648730e+01,-6.042191982727956656e+00,9.589667083596125963e+01
6.296454286461413119e+01,-2.712438592635390933e+01,5.488202666720789580e+01,1.055351930997849763e+01,7.782621782149655587e+01,-2.900942977008560320e+01
4.720693859867417359e+02,-5.089626396269850517e+01,8.220384793139365343e+01,-9.129314724844692819e+01,9.015068561220044785e+01,1.128138313418504879e+01
1.029269870791754329e+03,-2.472735666258249410e+01,9.901046446782223143e+01,-8.832747077047366702e+01,3.341271953522422677e+00,-9.378058490889043242e+01
-7.039201999641935572e+02,1.423514783724668575e+01,-6.390629820097688452e+01,2.619184006790608521e+01,9.618473515011629615e+01,7.498051024247618557e+01
-2.214897674378294994e+02,-9.632750115825871262e+00,4.169217401034345016e+01,5.549375000063784569e+01,-1.031383163487276988e+00,5.706698035513028344e+00
2.655876865330113219e+02,-6.984312032556147187e+01,-2.612001487761874330e+01,-7.155574938544266672e+01,4.537875066891251663e+01,-4.597401119547356529e+00
3.134597775711100098e+02,-1.022423265864689768e+01,7.719959423307025759e+01,5.523754462312282953e+00,-1.818183361662801190e+01,-4.622159555747082749e+01
5.545395305074900989e+02,-8.559759296604600820e+01,-1.637277325493684543e+01,-9.484930351868332821e+01,-4.176921188951438779e+01,7.019019696792980767e-01
