y,x_0,x_1
2.078082334361856454e+02,-4.537291032682790615e+01,-6.588129755883170446e+01
4.519087753217780801e+01,-3.547979643606120703e+01,-4.455230784240660569e+01
1.393640389251270904e+02,-1.879509394817972634e+00,-7.385685073331052308e+01
1.365914508566213499e+02,4.763674730150734149e+01,-7.193528530743643046e+01
-5.603547628606274600e+01,1.413014156023109535e+01,6.667586642194578417e+00
3.549526241522753622e+01,-5.329539286224967043e+01,-4.621190990494966400e+00
-1.178851275495117363e+02,-7.051565882081803238e+00,6.120621943650755270e+01
-8.264312158588215596e+01,-9.628297772910521246e+01,4.256331692407800915e+01
-3.470845447629721292e+01,-4.980132756361999213e+01,3.210531224177364606e+01
2.061015542582212845e+02,2.728919169272879230e+01,-8.860246701064515662e+01
1.512448340795477009e+02,4.378190978252106902e+01,-3.201531353382878820e+01
-1.802157921290624074e+02,9.928573671524958399e+00,4.886398578432212503e+01
1.671868174948513683e+02,-6.429745228699982817e+01,-4.985917935638403975e+01
2.166082271902640741e+02,-7.322405923204786404e+01,-6.984518402677383619e+01
-2.124595160405968386e+02,8.780606815551689692e+01,9.429057733477071679e+01
2.802155117668228286e+02,-7.148868224749263334e+01,-6.082699758691521197e+01
2.961562863093663509e+02,-7.992043230469367643e+01,-8.363750600873737540e+01
1.181925064742999041e+02,5.367513444823225655e+01,-5.792865108787397332e+01
2.874875300113461662e+02,-7.564710554942649878e+00,-8.319799277581141439e+01
-4.287907579197167252e+02,-3.369954326047314908e+01,9.766516015864738165e+01
-3.260137393658500287e+02,8.005440877954461598e+01,7.306572090623606641e+01
-1.333740641637710382e+02,-2.314730113911207354e+01,4.011693814886220366e+01
6.591608613043230491e+01,-9.257405897395250349e+01,2.652438350916384024e-01
-5.615418405705279525e+01,-7.722138261932387593e+01,4.673796558070836227e+01
1.499574750260855467e+02,-1.263583945478173121e+01,-3.460272226886407054e+01
9.300491525913975011e+01,5.030032152098124243e+01,-4.737627058440760663e+01
3.033250703481875235e+02,-2.977133771548380992e+00,-9.868787593576804795e+01
-4.098666536406822303e+01,-9.894577000560640556e+01,1.353176322710143609e+01
5.233325793842028872e+01,-2.940538191371054211e+01,-2.498667616111656287e+01
9.808816015521169618e+01,-2.698058794621800871e+01,-3.819420439826892988e+01
-2.994165271281535183e+02,-6.582053742073061642e+01,9.582497255764968713e+01
-3.108345985214436951e+02,5.501385382933619894e+01,9.443107282252412915e+01
1.734393657289439261e+01,5.092575630056074942e+00,-5.230913695499512528e+01
-1.274905807807067504e+01,-2.972285509483810984e+00,1.784857482333657686e+01
7.615422587830464352e+01,9.651086765501304399e-02,-1.406504478514787593e+01
2.465870728611284335e+02,-4.983019234505741224e+01,-8.851408395546928887e+01
4.837787140197434610e+01,2.867417188646649606e+01,-4.970097283037515723e+01
2.164638833952755448e+01,-6.169838508090273166e+01,2.139474947940684046e+00
-2.746069766537469263e+02,-2.385484179732262078e+01,8.338345571484015295e+01
1.416090250583890224e+02,-8.955499936288529739e+01,-2.449205791769328755e+01
-3.255320649638503028e+01,-4.557154138601333671e-01,1.586807862609764186e+01
-1.370345637080041001e+02,6.150944650477313758e+01,7.850060939904508928e+01
2.498966234232924251e+02,-5.570605075591799960e+00,-8.026244837695983847e+01
5.026410138347453938e+01,4.548904280062612315e+01,-2.191123832327775744e+00
1.295811047890055363e+02,4.049030632066586577e+01,-2.853003677699436480e+01
2.340137216541145335e+02,-6.124736211940342656e+01,-3.249687838366570247e+01
-2.564842882894066065e+02,9.302196312936800382e+00,9.178310784667948496e+01
-5.040879354469128515e+01,8.319265868835975652e+01,4.133768680534163309e+01
1.340839455520218166e+02,7.314783610292104754e+01,-5.436343860780872461e+01
-1.410044742922380294e+02,6.033697333282313480e+01,4.782602206730459216e+01
1.642017654193353167e+02,-6.106443927533222649e+01,-7.053087806841855922e+01
6.028844141001623314e+01,-2.654321505504002232e+01,-2.991622752981659517e+01
2.608302166604487979e+02,-7.783384026442993786e+01,-6.599415506773294737e+01
-1.537433390097702386e+02,3.158230558803813892e+01,8.930467184523001833e+01
2.513531358035070866e+02,-4.890588859606677374e+01,-7.811814728858706758e+01
-2.470119502168930836e+01,5.701448392213080751e+01,-2.235333095507201051e+00
-1.275360996745754107e+02,2.240414854011223156e+01,7.964962996036928189e+01
2.416562918803739421e+02,-2.176635891911224974e+01,-7.836516893441311993e+01
2.630869613584129070e+02,-3.666379577654377186e+01,-9.594983109114518527e+01
-3.826900687957786573e+01,1.864430961470408477e+01,1.690303978212794789e+01
-7.129248241199097436e+01,3.818991007420913775e+01,3.404454278717011562e+01
8.582981383813091725e+00,-5.295181586952606523e+01,1.713406935478217008e+01
-8.988002103066361315e+01,-6.057612298817151952e+01,3.089539624301235676e+01
1.095733227667960819e+02,2.970006134004512433e+01,-5.980705785289439547e+01
-2.556235171126155592e+01,-9.530536805420710778e+01,5.587200838527377300e+01
-6.694578454378330434e+01,-9.736500493894213548e+01,2.778464623100813924e+01
-4.956076019986464587e+01,5.101389585889722866e+01,2.847680277725481801e+01
-1.022389218084579880e+02,7.034430109279298904e+01,2.635191124128679974e+01
1.500431282191286755e+02,-3.932631614824381927e+01,-1.727245245031319598e+01
-4.616519887242995424e+01,-6.640357223731940906e+01,6.155731154140278250e+01
4.951057171398214507e+01,-1.281351293326136442e+01,-2.087518808400727721e+01
-2.083588722292066677e+02,1.335483422898322203e+01,5.533497778950103907e+01
5.817124411363530356e+01,8.886807225070987215e+01,-3.443428970523328303e+01
-1.086024294064369258e+02,-5.372227051384361829e+01,4.158271590342337731e+01
2.480486134634859070e+02,7.060671272777761942e+01,-9.520492155141506885e+01
1.913153063442124449e+02,-5.030592485849414430e+01,-2.138769398868440419e+01
1.311262630587788180e+02,-5.493935923253221176e+01,-9.032331829504485654e+00
-8.904981008318483759e+01,6.650055142896644611e+01,2.270003441415620671e+01
1.889105096730081073e+02,-7.963391464795144259e+01,-1.779971236003919444e+01
1.962289177824224566e+02,8.135850741668559749e+01,-4.816143686082947539e+01
2.132739495448294633e+02,-7.210061457532519569e+01,-5.205153778490150529e+01
-2.321878862614119043e+01,8.097005566815164457e+01,-3.277570671424929571e+01
1.234504889907137795e+02,-6.771062395215972174e+01,-4.010367990786187420e+01
6.612987734217256275e+01,1.347823571112473928e+01,-1.316595125073634165e+01
-8.002839351128424994e+01,2.258671317053506300e+01,9.160042617478268312e+00
-2.319586923176094615e+02,4.074304506489204414e+01,6.323764484759297488e+01
2.024001205094960198e+02,7.312279375725310615e+01,-4.672668334018903380e+01
2.313090212180737808e+02,7.076955857240369596e+01,-4.605136448138607363e+01
-2.166636751444029869e+02,-4.625569321771209985e+01,8.281293650795794292e+01
-1.783081165038580451e+01,-7.029524070841958405e+00,2.109866972488812564e+01
-9.144026475541390653e+01,-3.518830613109398087e+01,7.087769376017988066e+01
-1.760998144525406985e+02,9.645985517210476701e+01,5.848823655121799447e+01
1.554168140550092119e+02,-3.051046593948869656e+01,-6.104536494473100561e+01
1.300762457410439765e+02,6.116075440007543307e+01,-5.588075843637436435e+01
-1.260896868647188853e+02,4.655868409741324854e+01,5.827174128132031683e+01
2.104627149332635270e+02,-8.907564063356683448e+01,-5.218986055624073117e+01
2.120358808598445250e+02,-4.124278258806401709e+01,-6.867019961502649039e+01
-1.731835507178146827e+00,1.330529968598459334e+01,-2.823326264251706164e+01
-2.331948449247627764e+02,-3.567408497362475828e+01,7.354697998247431201e+01
2.867160959059177827e+01,-3.875020427637925025e+01,1.132344832205461671e+00
2.619930601507920755e+02,-8.696524000583517022e+01,-8.988945505001038327e+01
2.115473958999126864e+02,1.870363411173920554e+01,-5.733048627778805439e+01
2.600847198124911301e+02,-3.367043776876010952e+01,-5.875119835413582337e+01
-1.929847140661219100e+02,-3.796296796951830288e+01,8.975911699133391153e+01
-2.072886533448971704e+02,6.854445001249294478e+01,3.909370294501849230e+01
-2.656708886870239326e+02,1.773881849389520937e+01,6.806953881871373824e+01
-1.580881468653096533e+02,3.571064455588995656e+00,7.383678852161688155e+01
2.214681130162618103e+02,4.407077330619995337e+01,-6.375737748007688310e+01
-8.170727617129001885e+01,4.725974245208618640e+01,3.029410248054546173e+01
1.126528759590665629e+01,-1.087652834931111556e+01,-3.011077908723524388e+01
7.352739645263697810e+01,3.439006503846852070e+01,-4.936848636542799085e+01
6.884862513273895956e+01,-3.048121376020867501e+01,-2.208104523021390264e+01
3.574371017425165320e+01,4.078375846784339842e+01,3.228912714109327453e+00
-2.250504886850426942e+02,8.509561540481124098e+01,8.444136455565487154e+01
-1.437271860700617481e+02,-2.985679710321097957e+01,1.722350786431370295e+01
-5.662628430871904328e+01,8.964551548517493984e+01,1.750811295181880212e+01
2.008060858968856621e+02,6.313694043698191649e+01,-7.261667623664732218e+01
-1.589877766790987152e+02,5.527124535238982617e+00,4.258150941639377152e+01
1.648735334184471526e+02,4.048669091807846598e+01,-6.241672921738150848e+01
-1.952695918232352312e+02,-8.670471622628086550e+01,7.821583934837423158e+01
-2.146759381673645350e+02,-4.744329572045620580e+01,8.556398297885095872e+01
7.522058320051570490e+01,-3.273124977898311272e+01,-4.868871303859518918e+01
-9.880211458130852975e+01,-1.748054695972585648e+01,5.379699911505082355e+01
-2.743553360425558196e+01,-7.293333359370630831e+01,1.682747626273946651e+01
-1.478391626636471301e+01,7.368522349684704409e+01,-4.938657761525617929e+01
1.202137045703558300e+02,-8.682043918090651857e+01,-1.192721323113327969e+01
8.037442036302752513e+01,-3.724676786255769656e+01,-1.474715314284753731e+01
3.965244933602334072e+02,-5.105509655929818535e+01,-8.089539621490334298e+01
7.525186501397240590e+01,-5.170703594777315004e+01,-3.221588465565130832e+01
-1.207532245351749225e+02,1.202731422110048243e+01,4.916796225711073021e+01
-8.044185374916295928e+01,9.075297654479146559e+01,5.115397792617059736e+01
2.640741536745132976e+02,-1.325632259731845863e+01,-8.816635911597832376e+01
8.233199313593765112e+00,8.494962146310410844e+01,-1.883813913677639107e+01
-1.058053338238521661e+02,-7.871800498305844940e+01,1.987931084491103206e+01
2.030861719509833847e+02,-4.223041033559131563e+01,-8.390886803264289995e+01
-8.508193771957834883e+01,6.561298561326870526e+01,1.122972579932759629e+01
1.166027542096012581e+02,-7.313780918215763904e+01,-5.459433730536522944e+01
-2.237551827287607580e+02,3.561540266243963515e+01,5.680206306789580140e+01
1.125418767231818720e+02,-5.668155930935321152e+01,-2.215997706047072313e+01
4.063206350182557003e+02,2.646031581902219898e+01,-8.741044626452458033e+01
-1.680197532599319743e+02,-1.281408691214380724e+01,3.518751266641152142e+01
1.268070967097750668e+02,4.296794295341413772e+01,-6.850024374501319357e+01
-6.427337559715979864e+01,-7.964132923798209163e+01,3.667225011692386261e+01
3.359879621436227808e+02,1.597172517281570947e+01,-9.170129748125354752e+01
-5.585429416178788387e+01,-2.352984611289896577e+01,2.156083380429730312e+01
1.639509208028010789e+02,2.969642775682333991e+01,-9.352764628597802243e+01
1.350026919672539236e+02,-4.588195520302124919e+01,-8.899922397496105475e+01
-2.298065419182523215e+02,-9.243198184580919019e+00,7.878640975820198378e+01
-8.119770988420600588e+01,9.490059738173499682e-01,7.164456411691719495e+01
-3.461023042049045273e+01,-2.099772069115404349e+01,2.620459948530707095e+01
1.596469373787986967e+01,-8.469187146509059971e+01,-3.315309694274672836e+01
6.571446426656969209e+00,-9.197203329101688496e+01,2.002909905208467478e+01
-1.999872591062213019e+02,1.491328192184577972e+01,7.834330584245890350e+01
2.482934993385781581e+02,-3.535223195804888974e+00,-8.215540159827207845e+01
9.749918376410521148e+01,8.393912815142931549e+01,-5.501896759635955902e+01
-1.738133184064661521e+02,4.365657234404199016e+01,6.338388410395245387e+01
-1.732347773809477189e+02,3.934876964090196338e+01,7.842651020039369314e+01
8.989142750777239144e+01,-5.536359173108000675e+01,-5.706959786198409290e+01
6.280357332775133727e+01,-3.901587136902999475e+01,-4.629892677744784635e+01
8.584067403793046935e+01,7.224427873092292884e+01,-2.224803281497489138e+01
5.638306143909856871e+01,-2.128901645656820563e+01,-2.642360368257665471e+01
3.133326885425914270e+02,9.123951959931821420e+01,-8.564617393799582601e+01
2.623369625542750896e+02,-5.281994134970451427e+01,-9.546323328214685944e+01
2.489183999426591143e+01,7.539161311707326263e+01,1.095539137858861523e+01
1.147240662216615732e+02,-6.765866945463108095e+01,-1.428154899498341024e+01
3.281156294977829191e+01,2.633638951220021340e+00,-1.401837449814023273e+01
-2.728754208870226989e+02,-9.952510687791682642e+01,9.406117013584855613e+01
3.054933462232253305e+01,9.628808060548678327e+01,-9.567961475926665571e+00
2.766796599137301200e+02,1.883336180912027658e+01,-9.438567970275811092e+01
-9.586679077893901990e+01,2.626339535401210412e+01,6.985287667917120302e+01
-2.591236976505397820e+02,7.002486840185389383e+01,9.129226122862596071e+01
-2.230559297434612631e+02,-5.051890108708099092e+01,8.021020662610683871e+01
-1.764772387061873360e+01,7.444810079733105113e+01,2.598704159882116471e+01
3.666877500137238144e+01,-4.039603033314583058e+01,-9.081005043957460998e+00
-2.174433269532348447e+02,3.792864242028826993e+01,8.896446997805276169e+01
1.381332158860919890e+02,9.652703761632412238e+01,-5.194547188206806254e+01
1.991722138195924003e+02,2.668578398389720974e+01,-3.547116592153010117e+01
1.501686772241748997e+02,-3.126324437451626181e+01,-2.284534548818498934e+00
2.415813825190141415e+02,5.698020687097852033e+01,-9.284155170206385321e+01
2.212232726491565700e+02,-1.632200211241472232e+01,-6.223783383882683751e+01
-1.989349521122060764e+02,-2.887561085442582964e+01,7.974476911238167531e+01
1.223804702560120035e+02,9.309061978674051829e+01,-1.299928453439849818e+01
-1.012168442104461406e+02,6.031142174309539428e+01,5.362519889881494350e+01
2.119177866544106337e+02,-6.336949859529683238e+01,-9.544986850069409456e+01
1.308603444986584350e+02,2.570960366157561339e+01,-2.623305606853858762e+01
-7.341402503723065820e+01,-9.678834685982873509e+01,3.834798145334622177e+01
1.539517021468826954e+02,1.645121513079317310e+01,-5.538028212908869818e+01
1.590043656119041771e+02,6.001606103469498521e+01,-7.673886698121121697e+01
1.470067010707407462e+02,-4.655483529200822090e+00,-1.738245992146580932e+01
1.023323007168588106e+01,-3.223205675237240087e+01,-1.371077275471144219e+01
-2.640286399323879323e+02,9.943265698522992579e+01,8.055066268023122689e+01
-3.486918994812996857e+02,-4.869663439740272537e+01,9.053353860754054949e+01
2.560694554109725800e+02,-3.374078739682617822e+01,-9.345452999815005057e+01
1.747893023141143942e+02,-1.120885557820740530e+01,-8.111297624662007877e+01
1.502740042076389955e+02,9.709543507100951842e+01,-6.299422873006921009e+01
1.256791770388239655e+02,-2.702765482117770546e+01,-4.246489736758590539e+00
2.668073255317333405e+02,6.015567547935660286e+00,-5.996000862423356637e+01
8.792775469149512446e+01,6.285904994288665648e+01,-4.216160528009125130e+01
-2.312872411673413069e+02,-2.859874327281704609e+01,7.174713366997366393e+01
2.757590547594145391e+02,-7.362911983675837746e+01,-6.102134213803913809e+01
1.042964230389240754e+01,-6.859938223779546718e+01,2.647759771810594032e+01
-1.034301382416360582e+01,-7.847872562513317973e+01,-2.209969045133735221e+01
-2.389438497592642534e+02,4.155518074543141438e+01,7.477150113406506193e+01
7.416467322344296065e+01,-2.163871454428978325e+01,-2.568037487105057437e+01
1.781923080775804351e+02,5.732079143117502440e+00,-9.275886968122908627e+01
-6.278496590315435810e+01,7.841374445544590799e+01,4.979407531962073108e+01
-1.539719800932290070e+02,7.948495951899380429e+01,7.933220108541817694e+01
9.210022232481699689e+01,4.442691603030542069e+01,-5.912162298337830890e+01
-1.621941673359497145e+02,3.551475547430706570e+01,8.799953723037356212e+01
2.200466872330760850e+02,8.449551962339970146e+01,-3.810100991788696234e+01
1.993240067426503970e+02,-5.958307099544961716e+01,-3.717236241737100499e+01
5.006607938325922191e+01,-4.975912868178112092e+01,1.571518698702358563e+01
2.150649463081148554e+02,-9.963116837183183350e+01,-5.829615191805969943e+01
-6.393083064698947027e+01,4.496417377574408647e+01,4.204744116172594204e+01
1.387467176284430082e+01,1.095238743334054732e+01,4.170650547640113359e+01
-2.088026751657755540e+02,-6.281980182814251634e+00,9.664619844775833712e+01
-2.271553926002154356e+01,-9.025559842071749017e+01,2.285771764912627191e+01
-1.159713210627872400e+02,3.501825928484439032e+01,2.138805856499168101e+01
1.956317058882997912e+02,5.166384270342766172e+01,-7.649087254151146453e+01
1.014582917028895110e+02,-5.584514136654521366e+01,-2.000827274341678219e+01
6.914898461089434534e+01,-9.672007797762735493e+01,-4.552137130985163083e+01
4.882243565024806742e+01,-3.881336573532144030e+01,-2.359198510169528618e+01
-2.570553839435589225e+02,6.401070844956785777e+01,8.608446919456130786e+01
-2.811033777109329890e+01,-5.850511582608231009e+01,4.596830138371640828e+01
1.040659610981388425e+02,9.630155283676378986e+01,-4.821160998026670086e-01
6.601630853973151147e+01,-9.249012770858186627e+01,9.459875385055156016e+00
-1.967016593688928481e+02,-9.368295648780453178e+01,8.746598775659541047e+01
1.988505544247037164e+02,-2.867619467240045594e+01,-9.891946838356264493e+01
1.596930940086227793e+02,6.192059636835355718e+01,-6.537347041345691423e+01
-1.750662508764182803e+02,3.126231459167482285e+01,5.616873134156284664e+01
1.533821465667259361e+02,-5.726488997741998332e+01,-4.330409894583855390e+01
-2.754544234406205305e+02,8.107977485475456092e+01,6.699573381434612429e+01
-6.545517353261395499e+01,-4.007280211525612401e+01,3.179053128249984184e+01
2.292063405588578178e+02,7.096165263048325755e+01,-8.673208034078723472e+01
2.199044965205284825e+02,-8.032163772487119502e+01,-4.891989268034016192e+01
-8.010445449545342456e+01,4.819638250503078325e+01,5.986080780831517245e+01
2.468757249440345163e+02,3.126029720543232315e+01,-9.959155375205391181e+01
-1.577936519017774231e+02,-8.802512393639479171e+01,6.812731304614646888e+01
-8.215280150369477496e+01,9.807823112346667926e+00,-2.990939974732556550e+01
-7.545568725399169807e+01,3.853337965313022551e+01,3.663046775570478530e+01
-8.510067355776681097e+01,-3.197109425659536441e+01,3.029107735975344440e+01
-1.463392146828833802e+02,-5.577287018053880274e-01,8.651027825559617668e+01
2.300570358665583797e+02,5.492288249878890838e+01,-8.453091655109221847e+01
-7.366906053411830158e+01,-9.611881730490448206e+01,3.146659379866500217e+01
-2.030953604998844497e+01,-3.408107417183913412e+00,8.344569627513109822e+00
7.842844935032417197e+01,9.649524634148306745e+01,4.487744358570694203e+00
-2.903997015711892118e+02,7.835701247165019367e+00,8.940563874151052914e+01
1.693837522074427397e+02,-6.936236736570029393e+01,-4.396830013152040095e+01
1.457625383812775226e+02,2.498863632501900156e+01,-3.920586644263897114e+01
3.402405359258305850e+01,6.714659757675892138e+01,-4.145944271838881434e+01
-3.322070598793072804e+01,7.061174955675815568e+01,2.401582114045510252e+01
-2.645511666582931412e+02,7.434410773635485725e+01,6.948475395535447774e+01
-1.239157026894535960e+02,-7.749468333319632052e+01,5.693811927502150638e+01
-3.320909987016193554e+01,-9.604961667087576416e+01,1.737207294848481354e+01
-1.388803244923407760e+02,4.649093903265907102e+01,4.647696777365567300e+01
-1.161780049838826017e+02,9.348509601861212559e+01,1.778717641524059445e+01
1.139974100551449681e+02,5.134849248407221012e+00,-1.966851613991767067e+01
-1.524740834179455646e+02,-9.259695846244540007e-01,8.066145619759274155e+01
-1.034937765300502548e+02,-1.180944274901878543e+01,1.662260290892277226e+00
1.773106684884550077e+02,-4.803011896149267557e+01,-6.522453749450733085e+01
-7.619764500279774211e+01,-4.137261066060899850e+01,7.415326122242680640e+01
1.058057752272034691e+02,9.042040078548259885e+01,-4.338942031531518495e+01
-1.262422169528419289e+02,-1.406402130063679579e+01,7.590970298685678586e+01
-1.266702093237517772e+02,3.060188115873913262e+00,2.381914639282989299e+01
-1.508721336432560065e+02,1.425332228278321622e+01,4.474375689331725425e+01
-1.668163075521096061e+01,3.299846579409467040e+01,-1.777735950772527929e+01
-2.637584076715895876e+01,5.363822172444574221e+01,1.895714379609221112e+01
-2.821729294627613172e+02,4.170947321917913087e+01,9.766975531317336845e+01
7.992334784801312253e+01,-9.904321412914755740e+01,-3.405604816994349449e+01
3.857759539528549908e+01,-1.222103536398397239e+01,-3.400065370859678637e+00
-9.472753888882845530e+00,-7.827619014313643220e+01,-2.526004908655593795e+00
-8.820980583043716194e+01,5.706464453004062420e+01,2.025060247346992526e+01
-1.310706245906115441e+02,-6.798034863751354351e-01,2.093102980693795701e+01
-5.511679508896897772e+01,-3.550202769669033387e+01,-4.728864156345437664e+00
2.883145610037027495e+02,-4.485364708967598801e+01,-7.812363410575693479e+01
-1.125018427886356278e+02,-3.262555273431475200e+01,6.563176548811890143e+01
6.162726353127695944e+01,-2.711196006547949366e+01,6.082854590349143109e+00
-8.748312931847370066e+01,9.263154036303669159e+01,2.792018277269917803e+00
-3.443336044946956918e+02,-8.131680692775691455e+01,8.929658970676626950e+01
6.635217333353986646e+01,2.831360469073501918e+00,-5.101292033678204518e+01
1.602280754119676658e+02,-6.507903708250086083e+01,-9.573996011356074121e+01
-2.073391705450583089e+01,-5.449243363171363086e+01,2.823023644838426094e+01
-1.740734304385128439e+02,-3.112025038901539631e+01,9.774316839115138578e+01
-8.810173087319677165e+01,-1.644230438796117255e+01,6.175684757474940056e+01
8.955600705552109275e+01,-9.417494106536199183e+01,-1.886552955339109872e+01
3.078529373140968914e+02,5.035608712573832690e+01,-7.378289319965594473e+01
9.563226520056144864e+01,-1.580312500494225958e+01,-3.686530688968565528e+01
-2.667187736835335272e+02,-5.567808904072426657e+01,7.661366987978618681e+01
-2.441878238770917449e+02,-6.218225026382167187e+01,9.993196062111101696e+01
-3.426460432981230042e+00,-9.352747144856721206e+01,3.681119130669009110e+01
6.095316061278206377e+01,-7.653881280322846692e+01,9.645648981541782518e+00
1.250348009820903457e+02,1.638313797673333738e+01,-5.086942858000575995e+01
6.217928425468521425e+00,-6.717956308113504349e+01,2.417920874539052534e+01
