Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-08 00:00:00-05:00,0.10395104427178824,0.10395104427178824,0.10352329909801483,0.10352329909801483,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10908412933349608,0.1095118860877753,0.10908412933349608,0.1090841293334961,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10908408086903157,0.10908408086903157,0.10822857916355133,0.10822857916355133,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10480651628969913,0.10480651628969913,0.10437875986099243,0.10437875986099243,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1048065721988678,0.10523432885576171,0.1048065721988678,0.1048065721988678,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10694535821676254,0.10780086022080493,0.10694535821676254,0.10694535821676254,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10651754965094276,0.10651754965094276,0.10608979314565659,0.10608979314565659,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11250612884759903,0.1129338854814508,0.11250612884759903,0.11250612884759903,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1095118860877753,0.1095118860877753,0.10908412933349608,0.1090841293334961,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11122286319732666,0.11207836498687894,0.11122286319732666,0.11122286319732666,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11250612884759903,0.11336164211530254,0.11250612884759903,0.11250612884759903,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11250614024212362,0.1129338969192982,0.11207838356494904,0.11207838356494904,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11079506949041391,0.11079506949041391,0.1103673130273819,0.1103673130273819,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11036732405060791,0.11036732405060791,0.10951182246208191,0.10951182246208191,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10651754965094276,0.10651754965094276,0.10608979314565659,0.10608979314565659,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10266779754357679,0.10266779754357679,0.10224004089832306,0.10224004089832306,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.0975340164085222,0.0975340164085222,0.09667850285768509,0.09667850285768509,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09154543099401138,0.09154543099401138,0.09111768007278442,0.09111768007278442,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09453967958688736,0.09496743036920258,0.09453967958688736,0.09453967958688736,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09796176105737686,0.09838950635685352,0.09796176105737686,0.09796176105737686,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09796176105737686,0.09881726307932061,0.09796176105737686,0.09796176105737686,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09838946908712387,0.09881722564755765,0.09838946908712387,0.09838946908712387,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09411196630906822,0.09411196630906822,0.09325645864009857,0.09325645864009857,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09325645864009857,0.09368421533033078,0.09325645864009857,0.09325645864009857,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09068991056566521,0.09068991056566521,0.09026215970516205,0.09026215970516205,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.08983439379528092,0.08983439379528092,0.08940587192773819,0.08940587192773819,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.0881226381940307,0.0881226381940307,0.08726713061332703,0.08726713061332703,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08940587192773819,0.08983439379528092,0.08940587192773819,0.08940587192773819,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09325645864009857,0.09411196630906822,0.09325645864009857,0.09325645864009857,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08812263251450694,0.08812263251450694,0.08769487589597702,0.08769487589597702,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08341732253669053,0.08341732253669053,0.08298956602811813,0.08298956602811813,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08427280932664871,0.08470056576007716,0.08427280932664871,0.08427280932664871,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08213408502657325,0.08213408502657325,0.08127857744693756,0.08127857744693756,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08641162514686584,0.0868393760919364,0.08641162514686584,0.08641162514686584,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08769487589597702,0.08812263251450694,0.08769487589597702,0.08769487589597702,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09068993479013443,0.09154544245115127,0.09068993479013443,0.09068993479013443,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09111768007278442,0.09154543099401138,0.09111768007278442,0.09111768007278442,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09026216356220655,0.09026216356220655,0.08983440697193146,0.08983440697193146,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08940587748772963,0.08940587748772963,0.0889781266450882,0.0889781266450882,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08897811551130588,0.08897811551130588,0.08855035901069641,0.08855035901069641,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08855038342154303,0.08855038342154303,0.08769487589597702,0.08769487589597702,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08127856814826027,0.08127856814826027,0.08085081726312637,0.08085081726312637,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07742801870215948,0.07742801870215948,0.07700026780366898,0.07700026780366898,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07486149122174338,0.07486149122174338,0.07400598376989365,0.07400598376989365,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07700026780366898,0.07742801870215948,0.07700026780366898,0.07700026780366898,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07657247578499458,0.07657247578499458,0.07614472508430481,0.07614472508430481,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07913979142904282,0.07999529879329254,0.07913979142904282,0.07913979142904282,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08298956602811813,0.08384507333377057,0.08298956602811813,0.08298956602811813,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08812262862920761,0.08897813611705457,0.08812262862920761,0.08812262862920761,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08769488154793176,0.08769488154793176,0.08726713061332703,0.08726713061332703,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08812262862920761,0.08897813611705457,0.08812262862920761,0.08812262862920761,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09154541790485382,0.09240092533648135,0.09154541790485382,0.09154541790485382,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09154543099401138,0.09154543099401138,0.09111768007278442,0.09111768007278442,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.0902621503228139,0.0902621503228139,0.08940587192773819,0.08940587192773819,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08812263251450694,0.08812263251450694,0.08769487589597702,0.08769487589597702,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08512836518057997,0.08512836518057997,0.08470061421394348,0.08470061421394348,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08470061421394348,0.08555612185871106,0.08470061421394348,0.08470061421394348,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08470060136127192,0.08470060136127192,0.0838450938463211,0.0838450938463211,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08341732253669053,0.08341732253669053,0.08298956602811813,0.08298956602811813,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.09026215970516205,0.09068991056566521,0.09026215970516205,0.09026215970516205,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09068993479013443,0.09111769147639022,0.09068993479013443,0.09068993479013443,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08940587748772963,0.08940587748772963,0.0889781266450882,0.0889781266450882,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.0885503795173843,0.0885503795173843,0.08812262862920761,0.08812262862920761,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.0924009457230568,0.09325645334343641,0.0924009457230568,0.0924009457230568,21952000,0.0,0.0
1981-04-09 00:00:00-05:00,0.09411197155714035,0.09453972827122605,0.09411197155714035,0.09411197155714035,12499200,0.0,0.0
1981-04-10 00:00:00-05:00,0.09539522975683212,0.09582298073148268,0.09539522975683212,0.09539522975683212,33465600,0.0,0.0
1981-04-13 00:00:00-05:00,0.09539522975683212,0.09582298073148268,0.09539522975683212,0.09539522975683212,16060800,0.0,0.0
1981-04-14 00:00:00-05:00,0.09539522975683212,0.09582298073148268,0.09539522975683212,0.09539522975683212,6652800,0.0,0.0
1981-04-15 00:00:00-05:00,0.09111769147639022,0.09111769147639022,0.09068993479013443,0.09068993479013443,34048000,0.0,0.0
1981-04-16 00:00:00-05:00,0.08598384068482669,0.08598384068482669,0.08555608987808228,0.08555608987808228,23878400,0.0,0.0
1981-04-20 00:00:00-05:00,0.08812262862920761,0.0885503795173843,0.08812262862920761,0.08812262862920761,35347200,0.0,0.0
1981-04-21 00:00:00-05:00,0.09411197155714035,0.09453972827122605,0.09411197155714035,0.09411197155714035,28537600,0.0,0.0
1981-04-22 00:00:00-05:00,0.09753396362066269,0.09796172016456854,0.09753396362066269,0.09753396362066269,18995200,0.0,0.0
1981-04-23 00:00:00-05:00,0.10010048747062683,0.10052824404629378,0.10010048747062683,0.10010048747062683,58016000,0.0,0.0
1981-04-24 00:00:00-05:00,0.1001005287891222,0.1001005287891222,0.09924502670764923,0.09924502670764923,35056000,0.0,0.0
1981-04-27 00:00:00-04:00,0.09881722564755765,0.09881722564755765,0.09838946908712387,0.09838946908712387,38528000,0.0,0.0
1981-04-28 00:00:00-04:00,0.09710625963310365,0.09710625963310365,0.09667850285768509,0.09667850285768509,32188800,0.0,0.0
1981-04-29 00:00:00-04:00,0.09582298073148268,0.09582298073148268,0.09539522975683212,0.09539522975683212,13641600,0.0,0.0
1981-04-30 00:00:00-04:00,0.0971061959862709,0.09796170897637457,0.0971061959862709,0.0971061959862709,12611200,0.0,0.0
1981-05-01 00:00:00-04:00,0.0971061959862709,0.09796170897637457,0.0971061959862709,0.0971061959862709,16553600,0.0,0.0
1981-05-04 00:00:00-04:00,0.09710625963310365,0.09710625963310365,0.09667850285768509,0.09667850285768509,14448000,0.0,0.0
1981-05-05 00:00:00-04:00,0.09667842060716522,0.09667842060716522,0.09625067561864853,0.09625067561864853,17539200,0.0,0.0
1981-05-06 00:00:00-04:00,0.09411196233399939,0.09411196233399939,0.09368421137332916,0.09368421137332916,18950400,0.0,0.0
1981-05-07 00:00:00-04:00,0.09496743977069855,0.09539519630685254,0.09496743977069855,0.09496743977069855,9363200,0.0,0.0
1981-05-08 00:00:00-04:00,0.09582292288541794,0.09625067931333664,0.09582292288541794,0.09582292288541794,7907200,0.0,0.0
1981-05-11 00:00:00-04:00,0.09411196233399939,0.09411196233399939,0.09368421137332916,0.09368421137332916,11939200,0.0,0.0
1981-05-12 00:00:00-04:00,0.09368421137332916,0.0949674699668344,0.09368421137332916,0.09368421137332916,4256000,0.0,0.0
1981-05-13 00:00:00-04:00,0.09368421533033078,0.09453972299930044,0.09325645864009857,0.09325645864009857,4905600,0.0,0.0
1981-05-14 00:00:00-04:00,0.09282870059366004,0.09282870059366004,0.0919731929898262,0.0919731929898262,4928000,0.0,0.0
1981-05-15 00:00:00-04:00,0.09411197155714035,0.09539523598790234,0.09411197155714035,0.09411197155714035,4905600,0.0,0.0
1981-05-18 00:00:00-04:00,0.09582292288541794,0.09667842431827278,0.09582292288541794,0.09582292288541794,4166400,0.0,0.0
1981-05-19 00:00:00-04:00,0.09453972827122605,0.09453972827122605,0.09411197155714035,0.09411197155714035,25424000,0.0,0.0
1981-05-20 00:00:00-04:00,0.0971061959862709,0.09796170897637457,0.0971061959862709,0.0971061959862709,13283200,0.0,0.0
1981-05-21 00:00:00-04:00,0.10266780108213425,0.10309555774213108,0.10266780108213425,0.10266780108213425,32211200,0.0,0.0
1981-05-22 00:00:00-04:00,0.10737304389476776,0.10822855684682746,0.10737304389476776,0.10737304389476776,31427200,0.0,0.0
1981-05-26 00:00:00-04:00,0.10737310350728865,0.10737310350728865,0.10694535821676254,0.10694535821676254,85344000,0.0,0.0
1981-05-27 00:00:00-04:00,0.11293388158082962,0.1133616381999071,0.11293388158082962,0.11293388158082962,149497600,0.0,0.0
1981-05-28 00:00:00-04:00,0.11293388158082962,0.1133616381999071,0.11293388158082962,0.11293388158082962,73987200,0.0,0.0
1981-05-29 00:00:00-04:00,0.11336161196231843,0.11379013382238788,0.11336161196231843,0.11336161196231842,59382400,0.0,0.0
1981-06-01 00:00:00-04:00,0.11336161196231843,0.11379013382238788,0.11336161196231843,0.11336161196231842,51251200,0.0,0.0
1981-06-02 00:00:00-04:00,0.10822865781120249,0.10822865781120249,0.10780090093612671,0.10780090093612671,40432000,0.0,0.0
1981-06-03 00:00:00-04:00,0.10780090093612671,0.10865640326328377,0.10780090093612671,0.10780090093612671,39446400,0.0,0.0
1981-06-04 00:00:00-04:00,0.10993963479995728,0.1103673800999556,0.10993963479995728,0.10993963479995728,56067200,0.0,0.0
1981-06-05 00:00:00-04:00,0.10865632430479835,0.10865632430479835,0.10822857916355133,0.10822857916355133,57680000,0.0,0.0
1981-06-08 00:00:00-04:00,0.10480651628969913,0.10480651628969913,0.10437875986099243,0.10437875986099243,93497600,0.0,0.0
1981-06-09 00:00:00-04:00,0.10651763528585434,0.10694539213503587,0.10651763528585434,0.10651763528585434,119593600,0.0,0.0
1981-06-10 00:00:00-04:00,0.10780090093612671,0.10908416013835955,0.10780090093612671,0.10780090093612671,25222400,0.0,0.0
1981-06-11 00:00:00-04:00,0.11250612884759903,0.1129338854814508,0.11250612884759903,0.11250612884759903,38976000,0.0,0.0
1981-06-12 00:00:00-04:00,0.11165061980359646,0.11165061980359646,0.11122286319732666,0.11122286319732666,25804800,0.0,0.0
1981-06-15 00:00:00-04:00,0.11122283716793598,0.11122283716793598,0.11079508066177368,0.11079508066177368,143763200,0.0,0.0
1981-06-16 00:00:00-04:00,0.10908416329002243,0.10908416329002243,0.10865640640258789,0.10865640640258789,37251200,0.0,0.0
1981-06-17 00:00:00-04:00,0.10737310350728865,0.10737310350728865,0.10694535821676254,0.10694535821676254,27574400,0.0,0.0
1981-06-18 00:00:00-04:00,0.10694539213503587,0.1073731375612236,0.10651763528585434,0.10651763528585434,23049600,0.0,0.0
1981-06-19 00:00:00-04:00,0.10395104427178824,0.10395104427178824,0.10352329909801483,0.10352329909801483,27507200,0.0,0.0
1981-06-22 00:00:00-04:00,0.10010050230520898,0.10010050230520898,0.09967275708913803,0.09967275708913803,10841600,0.0,0.0
1981-06-23 00:00:00-04:00,0.10138378292322159,0.10224005020893807,0.10138378292322159,0.10138378292322159,15030400,0.0,0.0
1981-06-24 00:00:00-04:00,0.0996727349080879,0.0996727349080879,0.09881722182035446,0.09881722182035446,23027200,0.0,0.0
1981-06-25 00:00:00-04:00,0.10095605254173279,0.10138380933738689,0.10095605254173279,0.10095605254173279,24259200,0.0,0.0
1981-06-26 00:00:00-04:00,0.10052825894426812,0.10052825894426812,0.09967275708913803,0.09967275708913803,23788800,0.0,0.0
1981-06-29 00:00:00-04:00,0.09710617701866402,0.09710617701866402,0.09625067561864853,0.09625067561864853,10595200,0.0,0.0
1981-06-30 00:00:00-04:00,0.08940587748772963,0.08940587748772963,0.0889781266450882,0.0889781266450882,35907200,0.0,0.0
1981-07-01 00:00:00-04:00,0.0885503795173843,0.0885503795173843,0.08812262862920761,0.08812262862920761,170464000,0.0,0.0
1981-07-02 00:00:00-04:00,0.08812262862920761,0.0885503795173843,0.08812262862920761,0.08812262862920761,30284800,0.0,0.0
1981-07-06 00:00:00-04:00,0.08598382193150259,0.08598382193150259,0.0851283147931099,0.0851283147931099,16531200,0.0,0.0
1981-07-07 00:00:00-04:00,0.08598384261131287,0.086839349955462,0.08598384261131287,0.08598384261131287,15836800,0.0,0.0
1981-07-08 00:00:00-04:00,0.08940587192773819,0.08983439379528092,0.08940587192773819,0.08940587192773819,16620800,0.0,0.0
1981-07-09 00:00:00-04:00,0.08298956408193643,0.08298956408193643,0.08256181329488754,0.08256181329488754,32883200,0.0,0.0
1981-07-10 00:00:00-04:00,0.07657247578499458,0.07657247578499458,0.07614472508430481,0.07614472508430481,55171200,0.0,0.0
1981-07-13 00:00:00-04:00,0.07785658538341522,0.07828434223915953,0.07785658538341522,0.07785658538341522,45740800,0.0,0.0
1981-07-14 00:00:00-04:00,0.08127857744693756,0.08213408502657325,0.08127857744693756,0.08127857744693756,19779200,0.0,0.0
1981-07-15 00:00:00-04:00,0.08341734111309052,0.08384509200542739,0.08341734111309052,0.08341734111309052,10953600,0.0,0.0
1981-07-16 00:00:00-04:00,0.08555608987808228,0.08641159720306357,0.08555608987808228,0.08555608987808228,15232000,0.0,0.0
1981-07-17 00:00:00-04:00,0.08855035901069641,0.08897811551130588,0.08855035901069641,0.08855035901069641,19824000,0.0,0.0
1981-07-20 00:00:00-04:00,0.08298956408193643,0.08298956408193643,0.08256181329488754,0.08256181329488754,23654400,0.0,0.0
1981-07-21 00:00:00-04:00,0.08256184703734164,0.08256184703734164,0.08213409036397934,0.08213409036397934,31942400,0.0,0.0
1981-07-22 00:00:00-04:00,0.07828429158433893,0.07828429158433893,0.07742801308631897,0.07742801308631897,22668800,0.0,0.0
1981-07-23 00:00:00-04:00,0.0795675739645958,0.07999533067293611,0.0795675739645958,0.0795675739645958,34451200,0.0,0.0
1981-07-24 00:00:00-04:00,0.08213409036397934,0.08256184703734164,0.08213409036397934,0.08213409036397934,28851200,0.0,0.0
1981-07-27 00:00:00-04:00,0.08555608987808228,0.08598384068482669,0.08555608987808228,0.08555608987808228,17337600,0.0,0.0
1981-07-28 00:00:00-04:00,0.08298956408193643,0.08298956408193643,0.08256181329488754,0.08256181329488754,22848000,0.0,0.0
1981-07-29 00:00:00-04:00,0.0817063340925025,0.0817063340925025,0.08127857744693756,0.08127857744693756,15500800,0.0,0.0
1981-07-30 00:00:00-04:00,0.08427280932664871,0.08512831648201424,0.08427280932664871,0.08427280932664871,9900800,0.0,0.0
1981-07-31 00:00:00-04:00,0.08555608987808228,0.08598384068482669,0.08555608987808228,0.08555608987808228,10953600,0.0,0.0
1981-08-03 00:00:00-04:00,0.08555612185871106,0.08555612185871106,0.08470061421394348,0.08470061421394348,12432000,0.0,0.0
1981-08-04 00:00:00-04:00,0.08598384261131287,0.08641159913913374,0.08598384261131287,0.08598384261131287,31673600,0.0,0.0
1981-08-05 00:00:00-04:00,0.08855035901069641,0.08897811551130588,0.08855035901069641,0.08855035901069641,17494400,0.0,0.0
1981-08-06 00:00:00-04:00,0.0868393760919364,0.0868393760919364,0.08641162514686584,0.08641162514686584,10528000,0.0,0.0
1981-08-07 00:00:00-04:00,0.08641162514686584,0.0868393760919364,0.08641162514686584,0.08641162514686584,9206400,0.0,0.0
1981-08-10 00:00:00-04:00,0.08641162514686584,0.08641162514686584,0.08641162514686584,0.08641162514686584,0,0.0,0.0
1981-08-11 00:00:00-04:00,0.08470060136127192,0.08470060136127192,0.0838450938463211,0.0838450938463211,71456000,0.0,0.0
1981-08-12 00:00:00-04:00,0.08256184703734164,0.08256184703734164,0.08213409036397934,0.08213409036397934,26275200,0.0,0.0
1981-08-13 00:00:00-04:00,0.07999533067293611,0.07999533067293611,0.0795675739645958,0.0795675739645958,27484800,0.0,0.0
1981-08-14 00:00:00-04:00,0.07913982347557931,0.07913982347557931,0.07828431576490402,0.07828431576490402,24192000,0.0,0.0
1981-08-17 00:00:00-04:00,0.07657254731837798,0.07657254731837798,0.07571703940629959,0.07571703940629959,18905600,0.0,0.0
1981-08-18 00:00:00-04:00,0.07486149122174338,0.07486149122174338,0.07400598376989365,0.07400598376989365,17001600,0.0,0.0
1981-08-19 00:00:00-04:00,0.07400597824078523,0.07400597824078523,0.07315047085285187,0.07315047085285187,20675200,0.0,0.0
1981-08-20 00:00:00-04:00,0.07400598376989365,0.07443374035156518,0.07400598376989365,0.07400598376989365,17113600,0.0,0.0
1981-08-21 00:00:00-04:00,0.06972844341374375,0.06972844341374375,0.06887293606996536,0.06887293606996536,41910400,0.0,0.0
1981-08-24 00:00:00-04:00,0.06502239794176898,0.06502239794176898,0.06459464132785797,0.06459464132785797,23072000,0.0,0.0
1981-08-25 00:00:00-04:00,0.06630639731884003,0.06673414802712149,0.06630639731884003,0.06630639731884003,40700800,0.0,0.0
1981-08-26 00:00:00-04:00,0.06545014493797668,0.06545014493797668,0.06502239406108856,0.06502239406108856,33600000,0.0,0.0
1981-08-27 00:00:00-04:00,0.06545012444257736,0.06587864623688794,0.06545012444257736,0.06545012444257736,25916800,0.0,0.0
1981-08-28 00:00:00-04:00,0.06887293606996536,0.06930068688610824,0.06887293606996536,0.06887293606996536,38035200,0.0,0.0
1981-08-31 00:00:00-04:00,0.06887293606996536,0.06930068688610824,0.06887293606996536,0.06887293606996536,40947200,0.0,0.0
1981-09-01 00:00:00-04:00,0.07315047085285187,0.073578227402565,0.07315047085285187,0.07315047085285187,37027200,0.0,0.0
1981-09-02 00:00:00-04:00,0.07443375140428543,0.07486150233798067,0.07443375140428543,0.07443375140428543,19376000,0.0,0.0
1981-09-03 00:00:00-04:00,0.07143947692381271,0.07143947692381271,0.07058396935462952,0.07058396935462952,37475200,0.0,0.0
1981-09-04 00:00:00-04:00,0.07015623731877116,0.07015623731877116,0.06972848623991013,0.06972848623991013,15254400,0.0,0.0
1981-09-08 00:00:00-04:00,0.06801744942927042,0.06801744942927042,0.06758969277143478,0.06758969277143478,25446400,0.0,0.0
1981-09-09 00:00:00-04:00,0.06758969277143478,0.06801744942927042,0.06758969277143478,0.06758969277143478,30531200,0.0,0.0
1981-09-10 00:00:00-04:00,0.06801746785640717,0.0684452189186338,0.06801746785640717,0.06801746785640717,34809600,0.0,0.0
1981-09-11 00:00:00-04:00,0.067589668479066,0.067589668479066,0.0671619176864624,0.0671619176864624,17539200,0.0,0.0
1981-09-14 00:00:00-04:00,0.06545014493797668,0.06545014493797668,0.06502239406108856,0.06502239406108856,27686400,0.0,0.0
1981-09-15 00:00:00-04:00,0.06373914903390139,0.06373914903390139,0.06331139802932739,0.06331139802932739,19510400,0.0,0.0
1981-09-16 00:00:00-04:00,0.06245588908675523,0.06245588908675523,0.062028132379055016,0.06202813237905502,19353600,0.0,0.0
1981-09-17 00:00:00-04:00,0.06074487443385857,0.06074487443385857,0.06031711772084236,0.06031711772084236,19376000,0.0,0.0
1981-09-18 00:00:00-04:00,0.06074485555291176,0.061172606421477725,0.06074485555291176,0.06074485555291176,26320000,0.0,0.0
1981-09-21 00:00:00-04:00,0.06117262691259384,0.06160038363593964,0.06117262691259384,0.06117262691259384,49033600,0.0,0.0
1981-09-22 00:00:00-04:00,0.0581783298133311,0.0581783298133311,0.057750578969717026,0.057750578969717026,47420800,0.0,0.0
1981-09-23 00:00:00-04:00,0.057322843382845406,0.057322843382845406,0.05646733567118645,0.05646733567118645,28201600,0.0,0.0
1981-09-24 00:00:00-04:00,0.056467337678534145,0.056467337678534145,0.056039586663246155,0.056039586663246155,18300800,0.0,0.0
1981-09-25 00:00:00-04:00,0.04962248918665021,0.04962248918665021,0.048766981810331345,0.048766981810331345,34608000,0.0,0.0
1981-09-28 00:00:00-04:00,0.049194734543561935,0.04962249110399571,0.049194734543561935,0.049194734543561935,91728000,0.0,0.0
1981-09-29 00:00:00-04:00,0.051761265844106674,0.05218902247951521,0.051761265844106674,0.051761265844106674,94684800,0.0,0.0
1981-09-30 00:00:00-04:00,0.05218902975320816,0.05261678073673918,0.05218902975320816,0.05218902975320816,49996800,0.0,0.0
1981-10-01 00:00:00-04:00,0.05218902975320816,0.05261678073673918,0.05218902975320816,0.05218902975320816,61129600,0.0,0.0
1981-10-02 00:00:00-04:00,0.05646733567118645,0.05689509238276346,0.05646733567118645,0.05646733567118645,45046400,0.0,0.0
1981-10-05 00:00:00-04:00,0.058178335428237915,0.059033842909525756,0.058178335428237915,0.058178335428237915,43097600,0.0,0.0
1981-10-06 00:00:00-04:00,0.0581783298133311,0.0581783298133311,0.057750578969717026,0.057750578969717026,28358400,0.0,0.0
1981-10-07 00:00:00-04:00,0.06117262691259384,0.06202813464779022,0.06117262691259384,0.06117262691259384,38841600,0.0,0.0
1981-10-08 00:00:00-04:00,0.06331139802932739,0.06373914903390139,0.06331139802932739,0.06331139802932739,31091200,0.0,0.0
1981-10-09 00:00:00-04:00,0.06373912841081619,0.064594635854656,0.06373912841081619,0.06373912841081619,54521600,0.0,0.0
1981-10-12 00:00:00-04:00,0.06587865203619003,0.06630640852827709,0.06587865203619003,0.06587865203619003,27350400,0.0,0.0
1981-10-13 00:00:00-04:00,0.06587865203619003,0.06673415930887201,0.06587865203619003,0.06587865203619003,44195200,0.0,0.0
1981-10-14 00:00:00-04:00,0.06245588908675523,0.06245588908675523,0.062028132379055016,0.06202813237905502,30979200,0.0,0.0
1981-10-15 00:00:00-04:00,0.06331139802932739,0.06373914903390139,0.06331139802932739,0.06331139802932739,29433600,0.0,0.0
1981-10-16 00:00:00-04:00,0.06288363983207451,0.06288363983207451,0.06245588883757591,0.06245588883757591,36467200,0.0,0.0
