y,x_0
5.999624734303596085e+01,3.291786175310338081e+01
1.125917785794025860e+02,6.183913184133754726e+01
-1.339747206686618313e+02,-6.764230153869809214e+01
-1.281970111792068394e+02,-4.905854814468359848e+01
-3.277402962551029475e+01,1.791405043089611127e-01
6.135947726373081679e+01,8.557807490070996437e+01
-7.801390415939964385e+01,5.770300809032562483e-01
-1.089778228751746667e+02,-6.088412207549418298e+01
-2.456451939257462413e-01,3.471300143386969239e+01
-2.928315333614265015e+01,-3.649248259686474682e+01
1.735270250143044564e+02,5.799619096199307933e+01
4.816728810623111201e+01,4.878679248543798508e+01
-2.564451764808390521e+02,-7.080343343113391086e+01
2.010690086019112073e+02,5.816515837285976431e+01
-8.560253992925879629e+00,-1.328605382226231768e+01
9.383048290015864268e+01,7.623745937988613264e+01
-1.897487466722434135e+01,1.441670151637516994e+01
9.735036061247674866e+01,9.792294831020302581e+01
-1.753557594634249881e+02,-1.635012081989061983e+01
-1.014438797438220661e+02,-2.896232448202525234e+01
7.441583199293474138e+01,6.786967607300368854e+00
-1.032427002659913740e+01,-4.790017437151527702e+01
-8.195817594936247019e+01,-1.882773359729077356e+01
1.179224182471641313e+02,2.278214250549748954e+01
-6.863074994729566924e+01,-4.476813410276609773e+01
7.768452843214456038e+01,1.483318206021529306e+01
1.406272516091269154e+02,8.259120467341705307e+01
-6.214574798278749768e+01,-2.274232649302857112e+01
-1.871447657789237837e+02,-9.457105769056106226e+01
-1.003893856412377659e+02,-1.878861076911377381e+01
-4.781880719374542110e+01,4.787290902926005742e+01
-6.130976009024978168e+01,-7.254774289649475350e+00
1.766584115760882412e+02,9.614306900474917938e+01
-5.864020812152701012e+01,4.411101096401864652e+00
4.797515261948969112e+01,1.455120133649199943e+01
1.411438036458711736e+02,9.669003111817031026e+01
-3.019744790873611606e+01,-5.784559615299726687e+01
-1.003492068694315833e+02,-6.098133593993293289e+01
1.329359346566681666e+02,9.324604204356938908e+01
-6.878721350493709252e+00,-1.423181264636666299e+01
-1.756844859385057305e+02,-9.988103722803280959e+01
2.702205092876140569e+01,4.601285029883501920e+01
-1.166999688639055393e+02,-4.550722973582537634e+00
-6.140540934291697539e+01,-8.106329209108608325e+01
-1.016773830809674024e+02,-5.540973822569481655e+01
-9.649716774488236126e+01,-3.654935078293937067e+01
-7.643449608249804328e+01,-6.542761134966268344e+01
2.429245099504806760e+01,2.356938221542390011e+01
-4.189181365763527509e+00,-1.164519130449444617e+01
-7.091052686547634210e+01,-5.961632951994586449e+01
-2.085785644317710421e+02,-7.310473093049895965e+01
-1.887774745410458195e+02,-6.538747223841640732e+01
-7.300037847592702178e+01,-2.811468233626573010e+01
-5.038364528401696418e+01,-9.221096527791854669e+01
-1.654660095757818397e+02,-8.403812553737226665e+01
1.943016995256020607e+01,2.139628774203133332e+01
-1.729261562293266934e+02,-8.577495045897394732e+01
2.086301630118136927e+02,7.668883580711155901e+01
-2.722710524150670608e+00,-4.245117985117708059e+01
-1.022420210056288852e+02,-5.303645593076291220e+01
4.208251039496404644e+01,-3.084626508528805289e+01
-1.943037485597033651e+02,-9.832177718533769450e+01
2.155066758954818340e+01,2.081535764782115905e+01
6.667701997844125117e+01,4.195741223250658436e+01
2.390410560316416877e+01,-4.650931827920135220e+01
-8.146439130957855923e+01,-5.692191525133407737e+01
-1.995920417241721907e+02,-8.680000511624483295e+01
9.750737583598970559e+01,4.699412119265076626e+01
-2.460389482382037158e+02,-9.108703197565755261e+01
-6.177503981579832271e+01,-2.199928823536370714e+01
-1.364371575033208650e+01,-4.362892057161033676e+00
-8.218042717411209708e+01,-1.956475495931691455e+01
7.166834164898538972e+01,1.519882580157965890e+01
1.336170046347669995e+02,8.363580388693472401e+01
1.492775215922017082e+02,5.653292222513789511e+01
-3.255270487694599524e+01,-4.680176485032683331e+01
-8.862519801171171707e+01,-7.796776793381503978e+01
-1.270477537905062064e+02,-8.602157270532120492e+01
1.413046294070605597e+02,5.399621340492174681e+01
8.453059657863195753e+01,2.455084509693803341e+01
2.047155204033068117e+02,9.747808816326107717e+01
1.218086681603649879e+01,-1.288054182316609797e+01
2.891698859434545454e+01,-1.739186404255865170e+01
-4.326467281130743459e+01,3.224314608874033183e+01
1.758969606143630244e+02,8.268271412712493884e+01
1.021053013620839351e+02,8.542534757543612045e+01
-1.037268864756654807e+02,-7.405774078484357403e+01
1.616926236497999128e+02,9.724452707953366826e+01
-5.420011899458188509e+01,-5.818469073916190126e+01
-7.696592214430384615e+01,-8.992236858005260558e+01
-1.520780706527206405e+02,-7.886770734255566140e+01
6.243040708841694908e+01,7.885339563801156260e+01
1.323674702120884490e+02,5.998351959506470621e+01
-2.287604400968701270e+02,-8.933175987112934990e+01
-6.914386853497394014e-01,-3.640083392304944709e-01
1.265905864595889199e+02,-1.779357820393225609e+01
5.447363374293968263e+01,-8.782891284727740810e+01
-5.074232508915312678e+01,-5.141659901281387590e+01
2.891212575564963316e+01,-3.456347975710400533e+01
8.854195848100118837e+00,9.165489485978952189e+01
-2.015240581422642663e+01,-7.691374449704819938e+01
1.131808351416459502e+01,2.586875394147476470e+01
-2.227197097992147601e+00,5.581362653194261725e+00
-1.180127675530343652e+02,-9.486785114363584626e+01
-3.248716316828223682e+01,-4.840228056347233121e+01
-1.217839981411481176e+01,-4.755090955539598241e+01
-2.312920274647871111e+01,-2.114245829482118211e+01
-1.445264246156954187e+02,-8.639934075705326677e+01
1.072773196850573356e+02,6.586733036506356598e+01
-2.298841091561852181e+02,-7.492485678073146005e+01
-1.119257918203443722e+02,-6.605062617672079739e+01
-4.220553888938977849e+01,-1.822339431142319199e+01
1.646078832772066676e+02,8.389010057729487357e+01
3.820602588843560454e+01,8.744866699873620064e+01
-1.463520817449071387e+02,-2.950037602969001682e+01
5.065539856036274102e+01,6.591125717354697144e+01
5.261147845390500066e+01,3.777679078902778542e+01
-6.614887059871828967e+01,-5.585622867204727271e+01
-2.066478708153601360e+02,-3.529125769993595441e+01
2.007956111509060406e+02,9.981115552106277278e+01
9.506459110221311448e+01,7.765388198327050873e+01
-3.053039711950616919e+01,-1.194671806451113127e+01
-1.691178787564275581e+02,-6.545291812284936839e+01
-7.699105213662235769e+01,-2.011126805031031495e+01
6.638279655193734641e+01,3.396598171571520197e+01
-1.480829513647689311e+01,2.471300836253804789e+01
3.575167819598306096e-01,-2.737376075435888367e+01
-2.759325194933888881e+01,-3.351321832042843596e+01
7.474795152078971228e+01,3.154492611067990993e+01
-8.245762001402925989e+01,2.096072739983642919e+01
-1.802751978471106895e+02,-7.669309398254470977e+01
-6.088348391510930924e+01,-6.414239080682517624e+01
1.217624694312494853e+02,6.756489625310109659e+01
-1.701626262530836016e+02,-8.210651482017262026e+01
-4.319361438870824088e+01,-2.128366057763474828e+01
4.803938817944555950e+01,-1.510171919897163662e+01
-9.413152929491128873e+01,-4.999850872312534733e+01
-5.633510904674714936e+01,-7.123255625365271726e+01
-9.724673008996417423e+01,-5.107422431415817954e+01
6.937658493637914603e+01,4.403521128641727955e+01
-8.377178929161841836e+01,-2.562020296041072243e+01
-1.093213543689871301e+02,-7.765617374324577327e+00
-1.126764994644964304e+02,-9.901009370445052582e+01
-1.224094731435386620e+02,-9.652689416291428870e+01
7.522316281090803614e+01,-2.800009697936008024e+01
1.116872458134482713e+02,8.584452025269814612e+01
-8.875526462479292888e-01,1.759980977267258595e+01
-7.578118009612751393e+01,-9.299118515332061463e+01
-2.778020152400430831e+01,-1.606691089260408489e+01
-5.306757189563668931e+00,-6.900183176393450424e+01
5.412152895525794349e+01,1.449393864559044687e+01
-5.559811531749993208e+00,4.596733548879009845e+01
1.553729792595520465e+01,3.465905925989329717e+01
-5.976237608545672941e+01,-7.453426775107215008e+01
-2.282398063773036938e+02,-8.721800940045037009e+01
-6.370825887650301667e+00,1.656995623070585566e+01
3.746021514792688123e+01,-1.205381768918248042e+01
-2.521099103995507846e+02,-9.807652880354473268e+01
-1.961324167382683754e+02,-5.907167831062538710e+01
1.220022711218143741e+02,5.039349521196712089e+00
1.817583941133109420e+02,4.811371589427909612e+01
-1.382762973134532558e+02,-8.177985127788073783e+01
-1.289891237737205074e+02,-6.321360275689518460e+01
-1.638252726529515542e+02,-4.863914256326953023e+01
1.550940102336069231e+02,9.994127624321032499e+01
-4.688312277573959364e+01,2.684633016424231755e+01
-7.656628462488093589e+00,-1.851437534436770704e+01
-1.822121903821269484e+01,-4.904125517403101497e+01
-1.632217402761392009e+02,-8.086226690765533931e+01
-7.320838199447845795e+01,-8.444529339424728676e+01
-1.133047236457365443e+02,-9.678156108758662413e+01
1.579187409374631272e+02,8.034831792466528100e+01
-5.380198628928717852e+01,-7.954537069514785230e+00
1.599123415349822608e+02,1.163118211666333934e+01
8.272684729905201095e+01,9.700531246024519305e+01
-3.214394238950077920e+01,-2.416044749299103955e+01
9.231414743930622535e+01,7.030554005417198482e+01
-1.088727401413247975e+00,-1.570712035931911998e+01
1.103090374559319287e+01,8.013370681033902088e+01
-8.555451273000758761e+01,-7.306489900318409525e+01
8.795834255617319286e+01,3.360627733355062219e+01
2.749065573435435539e+01,2.343485240544866599e+01
1.719920821480158679e+02,7.619714674966263601e+01
-2.824215176995107868e+01,-4.536993358362136064e+01
-3.320418297995201939e+00,-7.664956520192518497e+00
-1.427760324640503882e+02,-8.044884590267798785e+00
6.897199298587975136e+01,8.924745521175515250e+01
1.399729193748341345e+02,8.843289455106696551e+01
-5.143811734603904995e+01,-6.960622847406814628e+01
8.583683661243341589e+01,1.559494378948538440e+01
-1.384987709543083554e+02,-8.712958815303481686e+01
1.330293832830561769e+02,8.254198035332279915e+01
1.365918876798058363e+02,7.087013814095567454e+01
2.395581444436072616e+02,9.354450318880802229e+01
3.252800875051224239e+01,2.007906331180220150e+01
8.642590085490368779e+01,5.589057081816710593e+01
-4.419112501495975920e+01,-2.036785857017669343e+01
8.530360833687350919e+01,2.783561926937608177e+01
-9.924008907162459536e+01,-9.514721759169376014e+01
3.890751683363997238e+00,1.213029189656040785e+00
-3.783505444089780667e+01,7.932045885948264186e+01
-1.938345406233876531e+02,-6.609301325632968371e+01
9.858815055754605794e+01,5.253753392551197976e+01
-6.278633198018082950e+00,-7.298480493662196977e+00
-7.125179118777164433e+01,-6.706183197754626235e+01
-2.026442835242673937e+02,-9.606525052835621636e+01
2.233207574521408674e+02,7.697339929609918840e+01
-1.004611587629491787e+01,-1.061535485702442827e+01
1.025358310222296438e+02,8.905790114855855677e+01
-4.739646754337638868e+01,-4.452976481217163496e+00
-1.714652841975484776e+01,-2.437473346593861834e+00
-1.054727853294689623e+02,-5.265253442819988550e+01
-7.708263608636403319e+01,-2.041311886302545986e+01
-5.049757359828306846e+01,-5.172543101383355690e+01
3.101444736885653697e+00,-4.263642119970381117e+01
7.056125655860202528e+01,2.704565171922517663e+01
-9.189100539475332141e+01,-7.195561082001091791e+01
1.803948206592559131e+02,8.961263284740726931e+01
2.033184722145598755e+01,-7.066473069835438992e+00
1.378095590848808740e+02,1.848824945928558350e+01
6.165638246532251543e+01,7.564566727203285268e+01
1.383913503289529103e+02,5.554334064855220277e+01
-1.893129645315667631e+02,-8.755105411486675848e+01
-1.801734920838313769e+01,-6.139415844665620625e+00
5.929927730992312718e+01,5.727832045699642549e+01
1.380089172548601937e+02,9.194600063325788142e+01
-1.177971110822292502e+02,9.645499996096901896e+00
-4.741062496045285002e+01,5.887250142673934761e+00
9.092023235315905083e+01,6.814737617286044724e+01
-1.698316054524828473e+02,-7.789783348619619119e+01
1.304833763793017170e+02,7.089957753848921129e+01
6.532857016352316748e+01,6.936242466188645039e+00
-8.143758925825636652e+00,-3.133425689237927259e+01
-4.577052223716213319e+01,-6.926048646510474782e+01
-8.915853020249564054e+01,-4.535500844164803880e+01
-1.757147029300448366e+02,-8.057273137223697290e+01
2.310492757605192651e+02,8.336902146988433060e+01
7.875280920414388319e+00,8.459451525467272859e+00
-1.810019760191282217e+02,-9.282410514945318880e+01
7.459830552262529579e+01,9.028089519572480981e+01
1.120003421436456961e+02,4.946227232947697416e+01
-1.355484344360014859e+02,-2.014192717700152002e+01
-8.623971084060151782e+00,1.023128094641818109e+01
-1.820943604333862709e+00,7.804354297702323606e+01
-2.034603231750257635e+02,-9.348827366926120419e+01
7.313073659785082725e+01,8.485133114113025954e+00
2.424901719557642821e+01,2.963874335467698984e+01
-1.912724280057047395e+02,-5.869640305861774010e+01
5.119638487764576240e+01,7.248174875854667221e+01
8.864936820028643183e+01,1.729312376393201589e+01
-1.603348235190877915e+02,-9.929816944673387979e+01
-5.844485513979475400e+01,-6.624503264286414606e+01
4.199826921579765582e+01,2.486769150725520205e+01
-1.538633361052094983e+01,3.190626799239336719e+01
1.066255248497864727e+02,6.143072196535533180e+01
-1.305369067304852706e+02,-9.392961854495960949e+01
-1.766915700202349626e+01,1.297811970515128621e+01
-1.548806628082682835e+02,-8.833489547658139429e+01
3.355206978203059265e+01,-1.733332411022684028e+01
-3.346584283451801412e+01,2.306295132571156614e+01
-1.109649912750356151e+02,-7.132963486728327496e+01
-1.123282653862174527e+02,-7.135654880877548578e+01
-2.229000405493593462e+00,6.330510366213198381e+01
-2.043932706436201840e+01,-2.565588281090957423e+01
1.175474164336808229e+02,8.886100625493267557e+01
3.806128344296566013e+01,9.248344621706402791e+01
-1.778119869347055726e+01,2.302531946332686630e+01
1.445107207880226952e+01,-6.353507199831789620e+01
-2.268609008488581935e+00,2.872756198402578320e+01
-3.990192475033298791e+01,-2.112003806018003615e+01
1.164694868903664684e+02,7.901870264652367837e+01
1.694154433801237758e+00,3.381214576116713033e+01
9.621995980437299067e+01,2.749916111905915272e+01
-5.855322922256075913e+01,-6.679984496182866849e+01
-9.930697253673798741e+00,-5.232198068812221692e+01
1.987507295825032827e+01,9.056427192025873296e+01
1.630682324464451938e+01,-4.348653812122713447e+01
-1.082923453523854249e+02,-7.024401193786222564e+01
-6.610406778147067541e+01,-6.377882252330881840e+01
1.007437182377263980e+02,4.044897130815533615e+01
-9.744887820514361465e+01,-8.449673204388818704e+01
-1.021129363569692003e+02,-6.299457313426839278e+01
-4.734664696567681830e+01,-6.252021358581534116e+01
8.887476903543969797e+01,4.252761420295746575e+01
-3.619227154351210629e+01,-1.440836288526298858e+01
4.146036784136441611e+01,-1.665407518515202412e+01
1.592825014182326697e+02,9.827417456751754798e+01
-1.202826355508395295e+02,-9.897225923252091206e+01
9.364875607935792345e+01,8.801622006650495678e+01
-1.406162698306485197e+02,-8.156560726713507847e+01
7.007444101411934412e+01,4.648165816894311320e+01
2.057434619172402677e+02,9.561642077220022884e+01
-2.059929304622235691e+02,-9.445804615718134301e+01
-1.620578147214329192e+02,-9.770185568051424241e+01
-1.215506799161698837e+02,-6.175402941699748283e+01
-1.410733667976294328e+02,-1.000809528813984173e+01
-1.907874357092961191e+02,-5.414593647542058363e+01
-7.230944839057940499e+01,4.917093167509165141e+00
-1.074012120186631591e+02,-4.068128252983589732e+01
-5.134944672676974164e+01,-3.294868293014769733e+01
3.269001957831811467e+01,9.820199414048565245e+01
1.061715561917750819e+02,3.853893417850670744e+01
6.108850722228002894e+01,6.545665477044624936e+01
5.307245970413980274e+01,3.629889287668211750e+01
6.063322870331191439e+00,1.269933695009363817e+01
1.593822873688071979e+02,9.961165315677666854e+01
2.265214782179288733e+01,-1.625706479613016597e+01
1.976519264925942991e+02,7.108138949625043779e+01
1.282754453014890572e+01,2.604819982809942758e-01
-9.645219856483009835e+01,-6.187369147260519497e+01
-2.722123211667180342e+01,-1.627091431668546306e+00
-9.644052924452205389e+01,-9.840535449632913867e+01
1.013901697838709026e+01,-2.724594959062440580e+01
-8.454415495563767990e+01,-7.860765457962941127e+01
-9.918332769086359235e+01,-6.785949103611338273e+01
1.974019917601407883e+02,9.761824581813979762e+01
1.441690847311338075e+02,5.467897273571355754e+01
-9.187028187764481402e+01,-6.198767798881035418e+01
-1.229306072883950378e+02,-3.505352756712008500e+01
-5.966639276339373055e+01,-2.939510246999874710e+01
-3.883347519851142238e+01,-7.440200915760857470e+01
-9.195514905874664180e+01,-5.867087264605810049e+01
7.935550046180635775e+01,7.336077920441761080e+01
-9.484764970652882710e+01,-3.846988204955221846e+01
5.582416926519311318e+01,1.754985532424184669e+01
-8.550627450741433222e+01,-3.371888926031043354e+01
-1.025083121504947314e+02,-2.685397884354901521e+01
1.758099688740108490e+01,7.098945918278153044e+01
1.377991573557733886e+02,7.419249195027649080e+01
1.624228703701861036e+02,8.203933515339343785e+01
2.088416741757922068e+01,-3.105572083169221287e-01
-4.941121926081132898e+01,-5.485770420012383397e+01
-5.094442791673462523e+01,1.535954869812481149e+01
4.101832577600211494e+01,-1.161588223521681584e+01
7.650674941442923682e+01,3.657908169372245766e+01
-9.973545931933608699e+01,1.578602464949332784e+01
-1.730037584331842027e+02,-9.952690033194168961e+01
-4.547468918563127716e+01,-4.335998435943642448e+01
-6.558847223337241417e+01,-8.829884248433231164e+00
2.785874908933678995e+01,-1.253245572245873518e-01
1.163581558775520008e+01,2.285185692640669686e+01
3.839823879267649431e+01,-1.503539616056302464e+01
1.779749543379881800e+02,8.005590687169001285e+01
-1.040139796699791219e+02,-7.908775410808425477e+01
-8.796109589245813254e+01,-4.455337868494917331e+01
2.214258670790540862e+01,8.934528840097217994e+01
6.424007612700543746e+01,-2.282198829092024539e+00
2.389483411244326838e+00,1.110867693162826697e+01
1.402759072313340312e+02,4.201611935564358191e+00
-3.777075073973748687e+01,-6.547621789069879128e+01
1.536614639067903738e+02,2.132083825334598259e+01
1.075737685940262622e+01,-3.040276431940182533e+01
-9.242737184886459545e+01,-4.719288267085832445e+01
1.013669883237026994e+02,2.921828484959684147e+01
-5.289737023506717151e+01,-3.195095380223138193e+01
-2.044752731597266049e+01,-1.804448926364423755e+01
-2.031474880150920512e+02,-7.804064680037059532e+01
-2.243267843507329076e+02,-4.511629995078791922e+01
-9.408737836966467682e+01,-5.343278695984028559e+01
-1.440131919697290925e+02,-2.583404782563003721e+01
-2.064663254339198062e+01,-1.925337102901490027e+01
-8.209700948339043691e+01,-1.673724933852321328e+01
-6.950787498293664157e+01,-7.031472632230483555e+01
-6.657968608681098033e+01,-7.460277770399829933e+01
1.423654585172639315e+02,3.825627466412055355e+01
-1.221598373633377719e+02,-4.048094325463264909e+01
-7.646404273527235773e+01,-9.874467848429911498e+01
-1.755281899111535040e+02,-9.003103868646087449e+01
1.118436535254819404e+02,7.583818780012526872e+01
8.385677663598474396e+01,4.571602361878822762e+01
8.851116280123173397e+01,7.226898891579230622e+01
-1.019872708809709394e+01,2.903279797138461049e+01
-4.596036858661032909e+01,-1.265822930020010517e+01
1.059394809837742457e+01,7.726750857459262534e+01
4.982389915489757470e+01,8.911747747042221590e+01
-5.850302137705261885e+01,-3.473155553817758801e+01
-2.413694209772074828e-01,1.854158998242432688e+01
9.079368818213286829e+01,4.828195574191812511e+01
3.931414550979611988e+01,-7.009318893349455948e+01
-9.766079961531966092e+01,-7.223779943363200573e+01
5.591891194215051542e+01,-3.616277536725093000e+00
-1.058325712134573422e+02,-6.747317766670246897e+01
-5.721300853262462027e+01,-6.149118152864585340e+01
3.127737640400909669e+01,-1.499312299976078577e+01
-6.187854487635540579e+01,-2.077649374175958030e+01
2.380305313280528878e+02,8.585986004404227856e+01
6.548639409050622362e+01,4.072612472275764617e+01
-9.569836365227388342e+01,-8.310093857826643671e+01
-2.465643777385789690e+02,-9.193170901370233139e+01
4.797349154727514531e+01,2.206446600877001174e+01
5.456562030382883677e+01,7.025873493232694500e+00
9.043601101373224083e+01,5.182129483375047130e+01
5.976989875954456721e+01,5.917404842948604937e+01
-8.517979804796519261e+01,-4.372410397087789136e+01
6.464091007544733714e+01,8.528974662163227549e+01
-8.639001829248672948e+01,-2.659348778131428048e+01
1.166115872984808419e+02,7.753226415626886592e+01
5.170656299906084996e+01,2.874676535265828647e+01
-6.924359370578291362e+01,-4.793105250810125995e+01
8.536317297732148290e+01,8.575689642038463489e+01
-1.705617080804401198e+01,-9.679814246047826032e+00
-1.527305263068398631e+02,-4.127894497419526232e+01
-1.963436169819707970e+02,-7.992262781569226604e+01
-1.312424365902704437e+02,-8.136731451899737522e+01
-1.071501643940036672e+02,-4.805934599908297855e+00
-1.759279236402689435e+02,-9.126770770833192614e+01
4.902775810774821963e+01,1.152074510543097574e+01
-1.166727224882886276e+02,-6.716346203820228311e+01
9.466670556246575075e+01,8.193264130651888877e+01
6.342553284939130975e+01,7.182083322224715971e+01
-9.250713204479367846e+01,-2.976291503863768639e+01
1.595269390729844190e+02,5.868469757161008715e+01
-1.653118449224455588e+01,4.701662770066658936e+01
1.296983875666253994e+01,2.636742517536134756e+01
2.772915715935631198e+01,3.569260728951306305e+01
-8.978446077551373605e+01,-6.184274134216536112e+01
-1.907635988666615390e+02,-9.479490146163827546e+01
1.327790964228344421e+02,9.938741241865031384e+01
-2.149713640923031619e+02,-9.927995559720056917e+01
7.420518327427771510e+01,4.222809204536270045e+01
1.429524403565147566e+02,8.162325975499260267e+01
-5.599412925241200867e+01,-7.970914972805701382e+01
9.719193263841091834e+00,6.818033435027626865e+01
8.975056553843862162e+01,3.701448064555822270e+01
1.363834476695299145e+02,3.470063081113451631e+01
1.129942405588260712e+01,3.473662088374885570e+01
1.894816300522846291e+02,8.625777064505084013e+01
-6.383218007603380073e+01,-1.045269522133631312e+01
-1.478355746717811314e+02,-8.977684024697146015e+01
-1.354928165522034931e+02,-8.013711397950902438e+01
4.264340769522706864e+01,9.719664495843014151e+01
-8.471424722379070715e+01,-6.504115108611827623e+01
-5.080742874097992967e+01,-3.856696431204107256e+01
-9.951424398642166125e+01,-3.282136862337414129e+01
-6.295090515057152913e+01,8.858256526580149171e+00
4.549854197676673095e+00,1.747392819569017774e+01
2.442404386849034736e+01,1.726172754578914237e+01
-1.415160494343150503e+02,-5.563554004832413824e+01
-7.403091777773656190e+01,-5.758187973090258538e+01
8.584072636195540440e+01,9.099398754622637853e+01
-1.163312154216621508e+01,-2.120579940525108498e+01
-1.837032136772631077e+02,-9.272254892026656137e+01
1.155444362605065578e+02,9.733615427980600998e+01
-1.119993474209503148e+01,2.208648328037916997e+01
8.359345520492126980e+01,1.419558517282339949e+01
-1.007559220005142180e+02,3.024010953773242250e+00
1.696336094813648003e+02,8.274915775013917596e+01
-4.164347282484394697e+01,-4.923249698432346122e+01
-6.994830198384605069e-01,4.974225951846301541e+01
-4.484090192390560503e+01,-1.455440554196320591e+01
1.165765773886409562e+02,6.438215562679440040e+01
-2.409436348908755576e+01,-8.952668528461640562e+01
-1.060886008658751223e+01,2.822558285269994371e+01
1.257427730624950897e+02,7.583366632585793354e+01
-1.831431011810014553e+01,3.079103680147395039e+01
-8.512258511168867869e+01,-7.555256967064161699e+01
-5.120697453386439690e+01,-4.325749588597332007e+01
6.787533468935106384e+01,3.445414318294064060e+01
6.193103844355515264e+01,2.400343594674505709e+01
9.894942507175264268e+01,9.328365705228398497e+01
-1.942015603822728735e+02,-7.599355964924004070e+01
-5.371625888108742686e+01,1.199861896136525274e+00
4.678835817745702741e+01,-3.624606251118778033e+01
2.448783398409337906e+02,9.128515179473765784e+01
8.561877581321613206e+01,6.841477751584295675e+01
6.875839458419532946e+01,7.871511489496558056e+01
-3.575991053679754117e+01,-2.486994589733670580e+01
-1.038474536006874445e+02,-3.302198175951025405e+01
6.127232552935316789e+01,7.555723534107801242e+01
-5.092682223912174777e+01,-1.517912953134749898e+01
-4.691914108438162145e+01,1.435300952403011365e+00
1.570989895726178815e+02,5.394352153371391978e+01
-1.646461134947715976e+01,-3.653491663419747937e+01
7.984090982469153630e+01,5.366659848426661483e+01
-1.123615774679107346e+02,3.385870119385771204e+01
-1.472320453568759149e+02,-7.157925467792773588e+01
-1.168897421175200861e+02,-6.223230635512047115e+01
-5.374232497295226807e+01,-3.710694285711782214e+01
-8.604603122774439328e+01,-8.886343238170057646e+01
-3.721634743771690523e+01,4.689033652074442671e+00
-1.418695835549237643e+02,-8.325488383298475981e+01
-8.210823897472205601e+01,-6.593368048828094174e+01
8.009152119648180701e+01,7.057229386536263860e+01
3.017114865030779924e+02,8.828301706083178146e+01
1.107177784779939316e+02,4.751125042340331106e+01
4.919762364932577725e+01,8.444665089571697081e+01
1.323469936063060004e+02,4.458158504291247937e+01
1.260561793812128144e+02,5.893570112393268801e+01
1.540065315076131469e+01,9.229509988426588052e+01
-6.576488312716678308e+01,1.553063426786150103e+01
6.517365297786749068e+01,5.557000609412159520e+01
6.121041612685247202e+01,7.778253518206494732e+01
9.471804587961807442e+01,4.548706124924714800e+01
8.086945787510988737e+01,6.057295374331002336e+01
-9.214897374821899234e+01,-6.932341384163713371e+01
7.321403967119117340e+00,1.474063763769086677e+01
-1.175337935967765048e+02,-5.513326326517353948e+01
